PARENT_ID	NODE_ID	DV_ABBR	LABEL_NAME	PUBMED_NAME	DV_URL
600000	44010		Children's Hospital Corporation	(Children's[affil] or childrens[affil])	
600000	45010		Children's Hospital of Los Angeles	(Children's[affil] or childrens[affil])	
600000	46010		Children's Hospital of Philadelphia	(Children's[affil] or childrens[affil])	
600000	47010		Cincinnati Childrens Hospital Medical Center	(Children's[affil] or childrens[affil])	
600000	48010		City College of New York	(City College[affil] or CCNY[affil])	
600000	49010		City of Hope Beckman Research Institute	(city of hope[affil] or beckman[affil])	
600000	50010		Cleveland Clinic Lerner Com CWRU	(Case[affil] or CWRU[affil] or Cleveland Clinic[affil])	
600000	51010		"Cognosci, Inc."	Cognosci	
600000	52010		Cold Spring Harbor Laboratory	(Cold Spring[affil] or CSHL[affil])	
600000	53010		Columbia University Health Sciences	Columbia	
600000	54010		"Commissariat L'nergie Atomique, Centre de Fontenay Aux Roses, Inserm Umr967"	Centre	
600000	55010		Cornell University	Cornell	
600000	56010		Creighton University	Creighton	
600000	57010		Cross Cancer Institute (Alberta Cancer Board[affil])	(cancer[affil] or alberta[affil])	
600000	58010		Ctr for Molecular Medicine/Immunology		
600000	59010		Dalhousie University	Dalhousie	
600000	60010		Dana Farber Cancer Institute	(DFCI[affil] or Dana Farber[affil])	
600000	61010		Dartmouth College	Dartmouth	
600000	62010		Dartmouth Medical School	Dartmouth	
600000	63010		Duke University	Duke	
600000	64010		Duquesne University	Duquesne	
600000	65010		Eastern Virginia Medical School	Virginia	
600000	66010		Ecole Normale Superieure   Laboratoire de Biologie Molculaire de La Cellule   Cnrs/Ensl/Ucb Umr 5239	(CNRS[affil] or Ecole[affil])	
600000	67010		Emory University	Emory	
600000	68010		Erasmus MC	Erasmus	
600000	69010		Ferris State University	Ferris	
600000	70010		Florida Atlantic University	Florida	
600000	71010		Florida State University	Florida	
600000	72010		Fondazione Santa Lucia	Lucia	
600000	73010		Franklin W. Olin College of Engineering	Olin	
600000	74010		Fred Hutchinson Cancer Research Center	(Hutch[affil] or Hutchinson[affil] or FHCRC[affil])	
600000	75010		Fudan University	Fudan	
600000	76010		Genentech		
600000	77010		George Washington University	(George[affil] or GWU[affil])	
600000	78010		Georgetown University	(Georgetown[affil] or GU[affil])	
600000	79010		German Cancer Research Center (DKFZ[affil])	(German Cancer[affil] or DKFZ[affil])	
600000	80010		Groupe Hospitalier Pitie Salpetriere   Aphp	(Centre[affil] or Hospitalier[affil] or Hospital[affil] or APHP[affil])	
600000	81010		"Guy's, King's And St Thomas' School of Medicine And Dentistry"	(Guy's[affil] or King's[affil] or Thomas[affil])	
600000	82010		H. Lee Moffitt Cancer Ctr & Res Inst	Moffitt	
600000	83010		Harvard University	Harvard	
600000	84010		Hebrew University of Jerusalem	Hebrew	
600000	85010		"Hebrew, University Of, Jerusalem"	Hebrew	
600000	86010		Henry M. Jackson Fdn for The Adv Mil/Med	(Jackson[affil] or Military[affil])	
600000	87010		Hopital Avicenne   Aphp	(Centre[affil] or Hospitalier[affil] or Hospital[affil] or APHP[affil])	
600000	88010		Hopital Europeen Georges Pompidou (HEGP[affil])	(Centre[affil] or Hospitalier[affil] or Hospital[affil] or APHP[affil] or HEGP[affil])	
600000	89010		Hopital Saint Antoine - APHP	(Centre[affil] or Hospitalier[affil] or Hospital[affil] or APHP[affil])	
600000	90010		Hopital Saint Louis - APHP	(Centre[affil] or Hospitalier[affil] or Hospital[affil] or APHP[affil])	
600000	91010		Hopital Tenon - APHP	(Centre[affil] or Hospitalier[affil] or Hospital[affil] or APHP[affil])	
600000	92010		"Hospital for Sick Children, The"	Children	
600000	93010		Hubrecht Laboratorium/NIOB	(Hubrecht[affil] or NIOB[affil])	
600000	94010		IFOM The FIRC Institute of Molecular Oncology Foundation	(IFOM[affil] or FIRC[affil] or oncology[affil])	
600000	95010		Illinois Institute of Technology	(Illinois[affil] or IIT[affil])	
600000	96010		"Immune Disease Institute, Inc."	Immune	
600000	97010		"Imperial College of Science, Technology And Medicine"	Imperial	
600000	98010		Indiana Univ Purdue Univ at Indianapolis	(IUPUI[affil] or Indiana[affil] or Purdue[affil])	
600000	99010		Inserm U 674   Hopital Saint Louis	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	100010		Inserm U1016 / Cnrs Umr8104 -  Institut Cochin	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	101010		Inserm U1052   Centre de Recherche en Cancerologie de Lyon   Centre Lon Brard	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	102010		Inserm U830   Institut Curie	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	103010		"Institut Cochin, INSERM U567, CNRS UMR 8104"	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	104010		Institut Gustave Roussy - IGR	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	105010		Institut Paoli-Calmettes	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	106010		Institut Pasteur de Paris	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	107010		Institut de Recherche en Immunologie et en Cancrologie (Iric[affil])	(Inserm[affil] or CNRS[affil] or Centre[affil] or Institut[affil])	
600000	108010		Institute for Biomedical Research	(Institute and Biomedical[affil])	
600000	109010		Institute for Cancer Research/Fox Chase Cancer Center	(FCCC[affil] or Fox[affil])	
600000	110010		Institute of Cancer Research	(Institute and Cancer[affil])	
600000	111010		Istituto Europeo di Oncologia	(Oncologia[affil] or Europeo[affil])	
600000	112010		Jefferson Medical College	(TJU[affil] or Jefferson[affil])	
600000	113010		Johns Hopkins University	(JHU[affil] or Johns[affil])	
600000	114010		Kaiser Foundation Research Institute	Kaiser	
600000	115010		King's College School of Medicine	(King's[affil] or Kings[affil])	
600000	116010		Lankenau Institute for Medical Research	Lankenau	
600000	117010		Leidos	(Leidos[affil] or SAIC[affil] or NCI[affil] or NCI-F[affil])	
600000	118010		Leids Universitair Medisch Centrum	Leids	
600000	119010		Louisiana State Univ A&M Col Baton Rouge	(louisiana[affil] or LSU[affil])	
600000	120010		Louisiana State Univ Hsc New Orleans	(louisiana[affil] or LSU[affil])	
600000	121010		Lovelace Biomedical & Environmental Res	Lovelace	
600000	122010		Loyola University Chicago	Loyola	
600000	123010		"M.D. Anderson Cancer Center, University of Texas"	Anderson	
600000	124010		"M.D. Anderson Cancer Center, University of Texas "	Anderson	
600000	125010		MRC Clinical Trials Unit	MRC	
600000	126010		MRC Laboratory of Molecular Biology	MRC	
600000	127010		Magee Women's Hospital	Magee	
600000	128010		Marie Curie Research Institute	Curie	
600000	129010		Massachusetts General Hospital	(Massachusetts[affil] or Mass[affil] or MGH[affil])	
600000	130010		Massachusetts Institute of Technology	(MIT[affil] or Massachusettes[affil])	
600000	131010		"Max Planck Institute, Dortmund"	Planck	
600000	132010		Mayo Clinic	mayo	
600000	133010		McGill University	mcgill	
600000	134010		Medical College Of Georgia	Georgia	
600000	135010		Medical College of Wisconsin	Wisconsin	
600000	136010		Medical Research Council Centre - Cambridge	(MRC[affil] or Cambridge[affil] or Council[affil])	
600000	137010		Medical University of South Carolina	(Carolina[affil] or MUSC[affil])	
600000	138010		Medstar Research Institute	Medstar	
600000	139010		Meharry Medical College	Meharry	
600000	140010		Melbourne Health	Melbourne	
600000	141010		Memorial Sloan Kettering Cancer Center	(MSKCC[affil] or Memorial[affil])	
600000	142010		Mercer University Macon	Mercer	
600000	143010		Merck	Merck	
600000	144010		Michigan State University	(Michigan[affil] or MSU[affil])	
600000	145010		Missouri State University	(Missouri[affil] or MSU[affil])	
600000	146010		"Montefiore Medical Center (Bronx, Ny[affil])"	Montefiore	
600000	147010		Mount Sinai School of Medicine	Sinai	
600000	148010		National Cancer Institute	(NCI[affil] or Cancer Institute[affil])	
600000	149010		Netherlands Cancer Institute	(Netherlands[affil] or Cancer Institute[affil])	
600000	150010		Nevada Cancer Institute	Nevada	
600000	151010		New York Medical College	(New York[affil] or NYMC[affil])	
600000	152010		New York University School of Medicine	(New York[affil] or NYU[affil])	
600000	153010		North Carolina Central University	Carolina	
600000	154010		North Carolina State University Raleigh	Carolina	
600000	155010		Northeastern University	Northeastern	
600000	156010		Northern California Institute for Research And Education	California	
600000	157010		Northshore University Healthsystem	(Northshore[affil] or NUHS[affil])	
600000	158010		Northwestern University	(Northwestern[affil] or NU[affil] or Feinberg[affil] or Lurie[affil])	
600000	159010		Novartis		
600000	160010		Ohio State University	(Ohio[affil] or OSU[affil])	
600000	161010		Ontario Cancer Institute (Oci[affil])	(Ontario[affil] or OCI[affil])	
600000	162010		Oregon Health & Science University	(Oregon[affil] or OHSU[affil])	
600000	163010		Ottawa Hospital Research Institute (Ohri[affil])	(Ottawa[affil] or OHRI[affil])	
600000	164010		"Panorama Research, Inc."	Panaroma	
600000	165010		Paterson Institute for Cancer Research	Paterson	
600000	166010		Pennsylvania State University	(PSU[affil] or Pennsylvania[affil])	
600000	167010		Peter Mac Callum Cancer Centre	(Mac Cullum[affil] or MacCullum[affil])	
600000	168010		"Plexxikon, Inc."	Plexxikon	
600000	169010		Ponce School of Medicine	Ponce	
600000	170010		Princeton University	Princeton	
600000	171010		Purdue University	Purdue	
600000	172010		"Queen Mary, University of London"	London	
600000	173010		Queen's Medical Center	(Queen[affil] or Queen's[affil])	
600000	174010		Queen's University Belfast	(Queen[affil] or Queen's[affil])	
600000	175010		Queensland Institute of Medical Research	Queensland	
600000	176010		Research Inst Nationwide Children's Hospital	(Children's[affil] or childrens[affil])	
600000	177010		Rhode Island Hospital	Rhode	
600000	178010		Rice University	Rice	
600000	179010		Rosalind Franklin Univ of Medicine & Sci	Rosalind	
600000	180010		Roswell Park Cancer Institute	Roswell	
600000	181010		Royal Victoria Hospital -  McGill University Health Centre	McGill	
600000	182010		Rutgers The State Univ of Nj New Brunswick	(Rutgers[affil] or New Jersey[affil] or CINJ[affil])	
600000	183010		Rutgers The State Univ of Nj Newark	(Rutgers[affil] or New Jersey[affil] or CINJ[affil])	
600000	184010		SUNY Upstate Medical University	(State University[affil] or SUNY[affil])	
600000	185010		Saint Louis University	Saint Louis	
600000	186010		Salk Institute	Salk	
600000	187010		San Diego State University	(San Diego[affil] or SDSU[affil])	
600000	188010		San Jose State University	(San Jose[affil] or SJSU[affil])	
600000	189010		Sanford Burnham Medical Research Instit	Burnham	
600000	190010		Scripps Research Institute	Scripps	
600000	191010		Seoul National University	Seoul	
600000	192010		"Sibtech, Inc."	Sibtech	
600000	193010		Smith College	Smith	
600000	194010		Southern Illinois University	(Southern Illinois[affil] or SIU[affil])	
600000	195010		Spanish National Cancer Center	(Spanish[affil] or National Cancer[affil])	
600000	196010		St James's University Hospital	(St James[affil] or St. James[affil])	
600000	197010		St. Joseph's Healthcare Hamilton	(St Joseph[affil] or St. Joseph[affil])	
600000	198010		Stanford University	Stanford	
600000	199010		State University New York Stony Brook	(State University[affil] or SUNY[affil])	
600000	200010		State University of New York at Buffalo	(State University[affil] or SUNY[affil])	
600000	201010		Technical University Munich	Munich	
600000	202010		Temple University	Temple	
600000	203010		Texas A&M University Health Science Ctr	Texas A&M	
600000	204010		Texas A&M University System	Texas A&M	
600000	205010		Texas Tech University Health Sciences Center	Texas Tech	
600000	206010		Thomas Jefferson University	(TJU[affil] or Jefferson[affil])	
600000	207010		Tufts Medical Center	Tufts	
600000	208010		Tufts University Boston	Tufts	
600000	209010		Tulane University of Louisiana	Tulane	
600000	210010		Tuskegee University	Tuskegee	
600000	211010		U of L Imperial Col of Sci/Technlgy/Med	(Imperial [affil] or London[affil])	
600000	212010		Umc Nijmegen St. Radboud	(Universitair[affil] or UMC[affil] or Nijmegen[affil])	
600000	213010		Universitair Medisch Centrum Groningen	(Universitair[affil] or UMC[affil] or Groningen[affil])	
600000	214010		Universitair Medisch Centrum Utrecht	(Universitair[affil] or UMC[affil] or Utrecht[affil])	
600000	215010		Universiteit Leiden	Leiden	
600000	216010		Universiteit Maastricht	Maastricht	
600000	217010		University College London	London	
600000	218010		University College London Cancer Institute	London	
600000	219010		University Health Network	Health	
600000	220010		University Medical Center Utrecht	Utrecht	
600000	221010		University Medical Centre Utrecht	Utrecht	
600000	222010		University Of Houston	Houston	
600000	223010		University de Montreal	Montreal	
600000	224010		University de Sherbrooke	sherbrooke	
600000	225010		University of Alabama at Birmingham	Alabama	
600000	226010		University of Alberta	Alberta	
600000	227010		University of Arizona	Arizona	
600000	228010		University of Arkansas for Medical Sciences	Arkansas	
600000	229010		University of Basel	Basel	
600000	230010		University of Birmingham	Birmingham	
600000	231010		University of British Columbia (Point Gray[affil])	British Columbia	
600000	232010		University of Calgary	Calgary	
600000	233010		University of California Berkeley	Berkeley	
600000	234010		University of California Davis	Davis	
600000	235010		University of California Irvine	(Irvine[affil] or UCI	
600000	236010		University of California Los Angeles	(Los Angeles[affil] or UCLA[affil])	
600000	237010		University of California San Diego	(San Diego[affil] or UCSD[affil])	
600000	238010		University of California San Francisco	(San Francisco[affil] or UCSF[affil] or Diller[affil])	
600000	239010		University of Cambridge	Cambridge	
600000	240010		University of Cardiff	Cardiff	
600000	241010		University of Central Florida	Florida	
600000	242010		University of Chicago	Chicago	
600000	243010		University of Cincinnati	Cincinnati	
600000	244010		University of Colorado Denver	Colorado	
600000	245010		University of Colorado at Boulder	Colorado	
600000	246010		"University of Colorado, Denver"	Colorado	
600000	247010		University of Connecticut Sch of Med/Dnt	Connecticutt	
600000	248010		University of Connecticut Storrs	Connecticutt	
600000	249010		University of Dundee	Dundee	
600000	250010		University of East Anglia	Anglia	
600000	251010		University of Edinburgh	Edinburgh	
600000	252010		University of Florida	Florida	
600000	253010		University of Glasgow	Glasgow	
600000	254010		University of Hawaii at Manoa	Hawaii	
600000	255010		University of Houston	Houston	
600000	256010		University of Illinois Urbana Champaign	(Urbana[affil] or UIUC[affil])	
600000	257010		University of Illinois at Chicago	(Chicago[affil] or UIUC[affil])	
600000	258010		University of Iowa	Iowa	
600000	259010		University of Kansas Medical Center	Kansas	
600000	260010		University of Kentucky	Kentucky	
600000	261010		University of Leeds	Leeds	
600000	262010		University of Leicester	Leicester	
600000	263010		University of Liverpool	Liverpool	
600000	264010		University of Louisville	Louisville	
600000	265010		University of Manchester	Manchester	
600000	266010		University of Manitoba	Manitoba	
600000	267010		University of Maryland Baltimore	Maryland	
600000	268010		University of Massachusetts Amherst	Massachusetts	
600000	269010		University of Massachusetts Medical School Worcester	Massachusetts	
600000	270010		University of Melbourne	Melbourne	
600000	271010		University of Miami School of Medicine	Miami	
600000	272010		University of Michigan	(Michigan[affil] or UM[affil] or U of M[affil])	
600000	273010		University of Minnesota	(Minnesota[affil] or UM[affil] or U of M[affil])	
600000	274010		University of Mississippi Medical Center	Mississippi	
600000	275010		University of Missouri Columbia	Missouri	
600000	276010		University of Missouri St. Louis	Missouri	
600000	277010		University of Montana	Montana	
600000	278010		University of Nebraska Medical Center	Nebraska	
600000	279010		University of New Jersey Robert Wood Johnson Medical School	(Rutgers[affil] or New Jersey[affil] or CINJ[affil])	
600000	280010		University of New Mexico	New Mexico	
600000	281010		University of New South Wales	(New South Wales[affil] or NSW[affil])	
600000	282010		University of Newcastle Upon Tyne	Newcastle	
600000	283010		University of North Carolina Chapel Hill	Carolina	
600000	284010		University of Nottingham	Nottingham	
600000	285010		University of Oklahoma Hlth Sciences Ctr	Oklahoma	
600000	286010		University of Ottawa	Ottawa	
600000	287010		University of Oxford	Oxford	
600000	288010		University of Pennsylvania	(Pennsylvania[affil] or Upenn[affil])	
600000	289010		University of Pittsburgh	(Pittsburgh[affil] or Pitt[affil] or UPMC[affil])	
600000	290010		University of Rochester	Rochester	
600000	291010		University of Sheffield	Sheffield	
600000	292010		University of South Alabama	Alabama	
600000	293010		University of South Carolina at Columbia	Carolina	
600000	294010		University of South Florida	Florida	
600000	295010		University of Southampton	Southampton	
600000	296010		University of Southern California	(USC[affil] or California[affil])	
600000	297010		University of Tennessee Health Sci Ctr	Tennessee	
600000	298010		University of Tennessee Knoxville	Tennessee	
600000	299010		University of Texas Austin	(Texas[affil] or Austin[affil])	
600000	300010		University of Texas Health Science Center at Houston	(Texas[affil] or Houston[affil])	
600000	301010		University of Texas Health Science Center at San Antonio	(Texas[affil] or San Antonio[affil])	
600000	302010		University of Texas Medical Br Galveston	(Texas[affil] or Galveston[affil])	
600000	303010		University of Texas Southwestern Medical Center	Southwestern	
600000	304010		University of Toledo	Toledo	
600000	305010		University of Torino	Torino	
600000	306010		University of Toronto	Toronto	
600000	307010		University of Utah	Utah	
600000	308010		University of Vienna	Vienna	
600000	309010		University of Virginia	(Virginia[affil] or Uva[affil])	
600000	310010		University of Washington	(Washington[affil] or UW[affil])	
600000	311010		University of Wisconsin Madison	(UW[affil] or Madison[affil])	
600000	312010		Upstate Medical University	Upstate	
600000	313010		Utah State University	Utah	
600000	314010		"VA Medical Center, Washington, DC"	(VA[affil] or Veterans[affil])	
600000	315010		Van Andel Research Institute	Van Andel	
600000	316010		Vanderbilt University	Vanderbilt	
600000	317010		Velindre NHS Trust	Velindre	
600000	318010		Veterans Medical Research Foundation/San Diego	(VA[affil] or Veterans[affil])	
600000	319010		Virginia Commonwealth University	Virginia	
600000	320010		Virginia Polytechnic Institute And State University	Virginia	
600000	321010		"Vivonetics, Inc."	Vivonetics	
600000	322010		Vrije Universiteit	Vrije	
600000	323010		Vu Medisch Centrum	Medisch	
600000	324010		Wake Forest University Health Sciences	Wake	
600000	325010		Washington State University	(Washington[affil] or WSU[affil])	
600000	326010		Washington University	(Washington[affil] or UW[affil])	
600000	327010		Wayne State University	Wayne	
600000	328010		Weill Medical College of Cornell University	(Weill[affil] or Cornell[affil])	
600000	329010		Weizmann Institute of Science	Weizmann	
600000	330010		Wellcome Trust Sanger Institute	Wellcome	
600000	331010		West Virginia University	Virginia	
600000	332010		Western General Hospital	Western	
600000	333010		Whitehead Institute for Biomedical Research	(Whitehead[affil] or Broad[affil] or MIT[affil])	
600000	334010		Wistar Institute	Wistar	
600000	335010		"Xavier University of Louisiana, New Orleans"	Xavier	
600000	336010		Yale University	Yale	
