2007-12-12,23119100,2671.14
2007-12-11,21952100,2652.35
2007-12-10,17765410,2718.95
2007-12-07,18550710,2706.16
2007-12-06,19706810,2709.03
2007-12-05,22588410,2666.36
2007-12-04,20447410,2619.83
2007-12-03,19947110,2637.13
2007-11-30,25713410,2660.96
2007-11-29,21571710,2668.13
2007-11-28,25185810,2662.91
2007-11-27,21669310,2580.80
2007-11-26,20194100,2540.99
2007-11-23,8043310,2596.60
2007-11-21,20347310,2562.15
2007-11-20,26073710,2596.81
2007-11-19,21880110,2593.38
2007-11-16,25156810,2637.24
2007-11-15,22894810,2618.51
2007-11-14,24202610,2644.32
2007-11-13,26627810,2673.65
2007-11-12,28207410,2584.13
2007-11-09,29557910,2627.94
2007-11-08,34618110,2696.00
2007-11-07,24911810,2748.76
2007-11-06,24821610,2825.18
2007-11-05,20925910,2795.18
2007-11-02,24260510,2810.38
2007-11-01,25284110,2794.83
2007-10-31,25345310,2859.12
2007-10-30,21219310,2816.71
2007-10-29,20147310,2817.44
2007-10-26,25836810,2804.19
2007-10-25,27533610,2750.86
2007-10-24,27396810,2774.76
2007-10-23,23357710,2799.26
2007-10-22,19587110,2753.93
2007-10-19,23716510,2725.16
2007-10-18,19730110,2799.31
2007-10-17,24000810,2792.67
2007-10-16,20385210,2763.91
2007-10-15,19671210,2780.05
2007-10-12,19577910,2805.68
2007-10-11,25086910,2772.20
2007-10-10,19166310,2811.61
2007-10-09,18651210,2803.91
2007-10-08,14966110,2787.37
2007-10-05,20128610,2780.32
2007-10-04,16955210,2733.57
2007-10-03,18510910,2729.43
2007-10-02,17404610,2747.11
2007-10-01,19140810,2740.99
2007-09-28,19298910,2701.50
2007-09-27,17450710,2709.59
2007-09-26,19840110,2699.03
2007-09-25,19108910,2683.45
2007-09-24,18489510,2667.95
2007-09-21,22683100,2671.22
2007-09-20,17514610,2654.29
2007-09-19,21838110,2666.48
2007-09-18,20836210,2651.66
2007-09-17,14077810,2581.66
2007-09-14,15865810,2602.18
2007-09-13,16665110,2601.06
2007-09-12,18885710,2592.07
2007-09-11,17437310,2597.47
2007-09-10,17714310,2559.11
2007-09-07,19065210,2565.70
2007-09-06,17952210,2614.32
2007-09-05,19218210,2605.95
2007-09-04,18630910,2630.24
2007-08-31,15366410,2596.36
2007-08-30,17049110,2565.30
2007-08-29,16497210,2563.16
2007-08-28,15628100,2500.64
2007-08-27,13140310,2561.25
2007-08-24,16248610,2576.69
2007-08-23,16228810,2541.70
2007-08-22,17870610,2552.80
2007-08-21,16770810,2521.30
2007-08-20,16564410,2508.59
2007-08-17,25803410,2505.03
2007-08-16,32796210,2451.07
2007-08-15,22598710,2458.83
2007-08-14,19828610,2499.12
2007-08-13,21547510,2542.24
2007-08-10,32025710,2544.89
2007-08-09,35934510,2556.49
2007-08-08,35428910,2612.98
2007-08-07,27040310,2561.60
2007-08-06,28155610,2547.33
2007-08-03,25044310,2511.25
2007-08-02,24569710,2575.98
2007-08-01,29122710,2553.87
2007-07-31,27891310,2546.27
2007-07-30,22917110,2583.28
2007-07-27,27052910,2562.24
2007-07-26,33921410,2599.34
2007-07-25,24822510,2648.17
2007-07-24,24632710,2639.86
2007-07-23,20340810,2690.58
2007-07-20,23359210,2687.60
2007-07-19,21775100,2720.04
2007-07-18,22573810,2699.49
2007-07-17,21586910,2712.29
2007-07-16,17510610,2697.33
2007-07-13,17291910,2707.00
2007-07-12,21663510,2701.73
2007-07-11,20142610,2651.79
2007-07-10,22293410,2639.16
2007-07-09,18952100,2670.02
2007-07-06,15971110,2666.51
2007-07-05,16945310,2656.65
2007-07-03,10891210,2644.95
2007-07-02,18538410,2632.30
2007-06-29,21684210,2603.23
2007-06-28,19234110,2608.37
2007-06-27,20202610,2605.35
2007-06-26,21003310,2574.16
2007-06-25,20390110,2577.08
2007-06-22,32403510,2588.96
2007-06-21,25626410,2616.96
2007-06-20,27932610,2599.96
2007-06-19,18718810,2626.76
2007-06-18,17171210,2626.60
2007-06-15,24207510,2626.71
2007-06-14,19362210,2599.41
2007-06-13,20866110,2582.31
2007-06-12,20472110,2549.77
2007-06-11,16149810,2572.15
2007-06-08,19081310,2573.54
2007-06-07,27162410,2541.38
2007-06-06,21634310,2587.18
2007-06-05,21828110,2611.23
2007-06-04,19472210,2618.29
2007-06-01,18800310,2613.92
2007-05-31,22868510,2604.52
2007-05-30,19691510,2592.59
2007-05-29,16511000,2572.06
2007-05-25,15597100,2557.19
2007-05-24,23508510,2537.92
2007-05-23,20110610,2577.05
2007-05-22,19439510,2588.02
2007-05-21,19742210,2578.79
2007-05-18,19969310,2558.45
2007-05-17,19248910,2539.38
2007-05-16,20610510,2547.42
2007-05-15,21877610,2525.29
2007-05-14,19414510,2546.44
2007-05-11,17255510,2562.22
2007-05-10,22376110,2533.74
2007-05-09,21042210,2576.34
2007-05-08,18977510,2571.75
2007-05-07,16523100,2570.95
2007-05-04,22141310,2572.15
2007-05-03,21371410,2565.46
2007-05-02,20731510,2557.84
2007-05-01,23517510,2531.53
2007-04-30,20807110,2525.09
2007-04-27,20781610,2557.21
2007-04-26,24060910,2554.46
2007-04-25,26441210,2547.89
2007-04-24,22206110,2524.54
2007-04-23,19285310,2523.67
2007-04-20,20842710,2526.39
2007-04-19,21129210,2505.35
2007-04-18,20467610,2510.50
2007-04-17,19009210,2516.95
2007-04-16,17794110,2518.33
2007-04-13,18343210,2491.94
2007-04-12,19055100,2480.32
2007-04-11,19579710,2459.31
2007-04-10,18345310,2477.61
2007-04-09,17148810,2469.18
2007-04-05,15378100,2471.34
2007-04-04,19333100,2458.69
2007-04-03,19320310,2450.33
2007-04-02,17841710,2422.26
2007-03-30,19985510,2421.64
2007-03-29,19260710,2417.88
2007-03-28,18683110,2417.10
2007-03-27,17080610,2437.43
2007-03-26,18178710,2455.63
2007-03-23,16344710,2448.93
2007-03-22,18872910,2451.74
2007-03-21,21587410,2455.92
2007-03-20,17619410,2408.21
2007-03-19,16509710,2394.41
2007-03-16,20316510,2372.66
2007-03-15,16904310,2378.70
2007-03-14,22556310,2371.74
2007-03-13,22351000,2350.57
2007-03-12,16379810,2402.29
2007-03-09,18750510,2387.55
2007-03-08,19899110,2387.73
2007-03-07,19593310,2374.64
2007-03-06,21214310,2385.14
2007-03-05,22916810,2340.68
2007-03-02,23527910,2368.00
2007-03-01,27107510,2404.21
2007-02-28,26204510,2416.15
2007-02-27,30373810,2407.86
2007-02-26,19124810,2504.52
2007-02-23,20122210,2515.10
2007-02-22,18509610,2524.94
2007-02-21,20124510,2518.42
2007-02-20,21655910,2513.04
2007-02-16,18874310,2496.31
2007-02-15,19496710,2497.10
2007-02-14,21735810,2488.38
2007-02-13,18213910,2459.88
2007-02-12,18402510,2450.38
2007-02-09,21865910,2459.82
2007-02-08,19958810,2488.67
2007-02-07,21984110,2490.50
2007-02-06,21137110,2471.49
2007-02-05,18753110,2470.60
2007-02-02,18767710,2475.88
2007-02-01,21700410,2468.38
2007-01-31,21867110,2463.93
2007-01-30,17696100,2448.64
2007-01-29,19154100,2441.09
2007-01-26,20670810,2435.49
2007-01-25,22022810,2434.24
2007-01-24,22020410,2466.28
2007-01-23,20011100,2431.41
2007-01-22,19008610,2431.07
2007-01-19,20378910,2451.31
2007-01-18,24561810,2443.21
2007-01-17,22738810,2479.42
2007-01-16,21395510,2497.78
2007-01-12,21758110,2502.82
2007-01-11,24362710,2484.85
2007-01-10,22742110,2459.33
2007-01-09,21441610,2443.83
2007-01-08,19056210,2438.20
2007-01-05,20603610,2434.25
2007-01-04,21042110,2453.43
2007-01-03,24352810,2423.16
2006-12-29,14139210,2415.29
2006-12-28,12375310,2425.57
2006-12-27,12162610,2431.22
2006-12-26,10162100,2413.51
2006-12-22,13065310,2401.18
2006-12-21,17328810,2415.85
2006-12-20,17495310,2427.61
2006-12-19,19607210,2429.55
2006-12-18,19363510,2435.57
2006-12-15,23246510,2457.20
2006-12-14,18895110,2453.85
2006-12-13,17824310,2432.41
2006-12-12,19275410,2431.60
2006-12-11,18133410,2442.86
2006-12-08,18406100,2437.36
2006-12-07,20510310,2427.69
2006-12-06,18891000,2445.86
2006-12-05,19906100,2452.38
2006-12-04,19545310,2448.39
2006-12-01,20405210,2413.21
2006-11-30,21342100,2431.77
2006-11-29,19034310,2432.23
2006-11-28,19586310,2412.61
2006-11-27,19503100,2405.92
2006-11-24,6815110,2460.26
2006-11-22,15731210,2465.98
2006-11-21,16602710,2454.84
2006-11-20,16974810,2452.72
2006-11-17,17324100,2445.86
2006-11-16,20388310,2449.06
2006-11-15,21038710,2442.75
2006-11-14,19263710,2430.66
2006-11-13,17208110,2406.38
2006-11-10,16804610,2389.72
2006-11-09,23802410,2376.01
2006-11-08,20760210,2384.94
2006-11-07,20887710,2375.88
2006-11-06,18922510,2365.95
2006-11-03,18300510,2330.79
2006-11-02,18873110,2334.02
2006-11-01,20270210,2334.35
2006-10-31,19221510,2366.71
2006-10-30,17241810,2363.77
2006-10-27,22689510,2350.62
2006-10-26,23395410,2379.10
2006-10-25,21007810,2356.59
2006-10-24,18568810,2344.84
2006-10-23,18234810,2355.56
2006-10-20,19220710,2342.30
2006-10-19,20006910,2340.94
2006-10-18,21307510,2337.15
2006-10-17,21259510,2344.95
2006-10-16,18236210,2363.84
2006-10-13,19405310,2357.29
2006-10-12,20039610,2346.18
2006-10-11,19956100,2308.27
2006-10-10,17603610,2315.43
2006-10-09,14852810,2311.77
2006-10-06,16724710,2299.99
2006-10-05,19110910,2306.34
2006-10-04,21902810,2290.95
2006-10-03,19468100,2243.65
2006-10-02,17691710,2237.60
2006-09-29,18121210,2258.43
2006-09-28,18052610,2270.02
2006-09-27,20391100,2263.39
2006-09-26,20111410,2261.34
2006-09-25,18338610,2249.07
2006-09-22,16465410,2218.93
2006-09-21,19931110,2237.75
2006-09-20,21649410,2252.89
2006-09-19,20799210,2222.37
2006-09-18,19142100,2235.75
2006-09-15,24558710,2235.59
2006-09-14,18266100,2228.73
2006-09-13,18605310,2227.67
2006-09-12,20079910,2215.82
2006-09-11,16942810,2173.25
2006-09-08,14572210,2165.79
2006-09-07,18471910,2155.29
2006-09-06,17970810,2167.84
2006-09-05,17324610,2205.70
2006-09-01,13255410,2193.16
2006-08-31,17002110,2183.75
2006-08-30,16200310,2185.73
2006-08-29,15809910,2172.30
2006-08-28,13338610,2160.70
2006-08-25,12825110,2140.29
2006-08-24,14043610,2137.11
2006-08-23,14571810,2134.66
2006-08-22,15559410,2150.02
2006-08-21,13141000,2147.75
2006-08-18,16837910,2163.95
2006-08-17,19190210,2157.61
2006-08-16,24747610,2149.54
2006-08-15,17556610,2115.01
2006-08-14,14801210,2069.04
2006-08-11,14235310,2057.71
2006-08-10,17303210,2071.74
2006-08-09,20740610,2060.28
2006-08-08,18894410,2060.85
2006-08-07,14281710,2072.50
2006-08-04,18320410,2085.05
2006-08-03,18187910,2092.34
2006-08-02,17557310,2078.81
2006-08-01,16630710,2061.99
2006-07-31,15822710,2091.47
2006-07-28,18032910,2094.14
2006-07-27,21201100,2054.47
2006-07-26,20733110,2070.46
2006-07-25,19137110,2073.90
2006-07-24,19758710,2061.84
2006-07-21,23468910,2020.39
2006-07-20,19514510,2039.42
2006-07-19,23047410,2080.71
2006-07-18,19968810,2043.22
2006-07-17,15048810,2037.72
2006-07-14,17799610,2037.35
2006-07-13,20220410,2054.11
2006-07-12,17765210,2090.24
2006-07-11,19715100,2128.86
2006-07-10,15617910,2116.93
2006-07-07,17598710,2130.06
2006-07-06,15850910,2155.09
2006-07-05,15869710,2153.34
2006-07-03,7882100,2190.43
2006-06-30,24588410,2172.09
2006-06-29,21653910,2174.38
2006-06-28,15913110,2111.84
2006-06-27,17881710,2100.25
2006-06-26,13929410,2133.67
2006-06-23,16145110,2121.47
2006-06-22,16447100,2122.98
2006-06-21,18548510,2141.20
2006-06-20,15721100,2107.06
2006-06-19,16815810,2110.42
2006-06-16,24281510,2129.95
2006-06-15,22014910,2144.15
2006-06-14,20901410,2086.00
2006-06-13,25945100,2072.47
2006-06-12,18877210,2091.32
2006-06-09,17547410,2135.06
2006-06-08,29481100,2145.32
2006-06-07,19138710,2151.80
2006-06-06,20895410,2162.78
2006-06-05,17332510,2169.62
2006-06-02,19333810,2219.41
2006-06-01,20787410,2219.86
2006-05-31,21190610,2178.88
2006-05-30,17186610,2164.74
2006-05-26,15407100,2210.37
2006-05-25,20289610,2198.24
2006-05-24,25970210,2169.17
2006-05-23,21317510,2158.76
2006-05-22,22699610,2172.86
2006-05-19,25143810,2193.88
2006-05-18,20226410,2180.32
2006-05-17,23378100,2195.80
2006-05-16,19966210,2229.13
2006-05-15,20067100,2238.52
2006-05-12,22895110,2243.78
2006-05-11,24467710,2272.70
2006-05-10,20142710,2320.74
2006-05-09,18452310,2338.25
2006-05-08,17262610,2344.99
2006-05-05,19892610,2342.57
2006-05-04,20541110,2323.90
2006-05-03,21272610,2303.97
2006-05-02,20707410,2309.84
2006-05-01,20761210,2304.79
2006-04-28,25017610,2322.57
2006-04-27,25735610,2344.95
2006-04-26,20842310,2333.63
2006-04-25,23017810,2330.30
2006-04-24,20081310,2333.38
2006-04-21,23260810,2342.86
2006-04-20,21251210,2362.55
2006-04-19,20776910,2370.88
2006-04-18,22528100,2356.14
2006-04-17,17761710,2311.16
2006-04-13,15169810,2326.11
2006-04-12,15365110,2314.68
2006-04-11,20987810,2310.35
2006-04-10,18409510,2333.27
2006-04-07,20023610,2339.02
2006-04-06,21418610,2361.17
2006-04-05,20274410,2359.75
2006-04-04,20823210,2345.36
2006-04-03,19529610,2336.74
2006-03-31,18516210,2339.79
2006-03-30,21608110,2340.82
2006-03-29,23753100,2337.78
2006-03-28,19975110,2304.46
2006-03-27,18502210,2315.58
2006-03-24,19280410,2312.82
2006-03-23,19637510,2300.15
2006-03-22,21162210,2303.35
2006-03-21,23604310,2294.23
2006-03-20,19438210,2314.11
2006-03-17,25401210,2306.48
2006-03-16,23442410,2299.56
2006-03-15,20905210,2311.84
2006-03-14,19117510,2295.90
2006-03-13,16495510,2267.03
2006-03-10,17527100,2262.04
2006-03-09,19575610,2249.72
2006-03-08,20840410,2267.46
2006-03-07,19083110,2268.38
2006-03-06,21122810,2286.03
2006-03-03,23890410,2302.60
2006-03-02,20891100,2311.11
2006-03-01,21904210,2314.64
2006-02-28,21205610,2281.39
2006-02-27,17144210,2307.18
2006-02-24,15839810,2287.04
2006-02-23,17542100,2279.32
2006-02-22,18241110,2283.17
2006-02-21,17471810,2262.96
2006-02-17,19486410,2282.36
2006-02-16,19404710,2294.63
2006-02-15,17830510,2276.43
2006-02-14,18053100,2262.17
2006-02-13,16621000,2239.81
2006-02-10,20177310,2261.88
2006-02-09,23213110,2255.87
2006-02-08,21817710,2266.98
2006-02-07,21171810,2244.96
2006-02-06,17695310,2258.80
2006-02-03,22300210,2262.58
2006-02-02,23078310,2281.57
2006-02-01,22746110,2310.56
2006-01-31,22359100,2305.82
2006-01-30,19007310,2306.78
2006-01-27,23316910,2304.23
2006-01-26,24049210,2283.00
2006-01-25,21881210,2260.65
2006-01-24,20674710,2265.25
2006-01-23,19024810,2248.47
2006-01-20,23481410,2247.70
2006-01-19,23081510,2301.81
2006-01-18,22769100,2279.64
2006-01-17,17022610,2302.69
2006-01-13,17844110,2317.04
2006-01-12,20114610,2316.69
2006-01-11,23806100,2331.36
2006-01-10,19781610,2320.32
2006-01-09,19491410,2318.69
2006-01-06,22336410,2305.62
2006-01-05,18917510,2276.87
2006-01-04,18875610,2263.46
2006-01-03,19983100,2243.74
2005-12-30,12840510,2205.32
2005-12-29,11853510,2218.16
2005-12-28,12215410,2228.94
2005-12-27,12505100,2226.89
2005-12-23,9783710,2249.42
2005-12-22,14988810,2246.49
2005-12-21,16300310,2231.66
2005-12-20,17029210,2222.42
2005-12-19,17455310,2222.74
2005-12-16,22944810,2252.48
2005-12-15,18046310,2260.63
2005-12-14,16762110,2262.59
2005-12-13,18739810,2265.00
2005-12-12,16792810,2260.95
2005-12-09,16585710,2256.73
2005-12-08,19083610,2246.46
2005-12-07,17335310,2252.01
2005-12-06,17882100,2260.76
2005-12-05,16599210,2257.64
2005-12-02,17585110,2273.37
2005-12-01,20104210,2267.17
2005-11-30,18760810,2232.82
2005-11-29,17535410,2232.71
2005-11-28,15593810,2239.37
2005-11-25,6354210,2263.01
2005-11-23,15857110,2259.98
2005-11-22,18565610,2253.56
2005-11-21,16618910,2241.67
2005-11-18,19938510,2227.07
2005-11-17,18098610,2220.46
2005-11-16,17217610,2187.93
2005-11-15,16848110,2186.74
2005-11-14,13853610,2200.95
2005-11-11,14549100,2202.47
2005-11-10,19380310,2196.68
2005-11-09,15941810,2175.81
2005-11-08,15993710,2172.07
2005-11-07,16211210,2178.24
2005-11-04,16996110,2169.43
2005-11-03,23462510,2160.22
2005-11-02,21732910,2144.31
2005-11-01,19032310,2114.05
2005-10-31,18697610,2120.30
2005-10-28,18865610,2089.88
2005-10-27,17186100,2063.81
2005-10-26,18321000,2100.05
2005-10-25,15991210,2109.45
2005-10-24,15514710,2115.83
2005-10-21,17707100,2082.21
2005-10-20,17979310,2068.11
2005-10-19,18933100,2091.24
2005-10-18,14607310,2056.00
2005-10-17,12660310,2070.30
2005-10-14,15554310,2064.83
2005-10-13,17775910,2047.22
2005-10-12,20147510,2037.47
2005-10-11,18519610,2061.09
2005-10-10,13792110,2078.92
2005-10-07,14447810,2090.35
2005-10-06,21073610,2084.08
2005-10-05,19239100,2103.02
2005-10-04,20053100,2139.36
2005-10-03,17944210,2155.43
2005-09-30,16109710,2151.69
2005-09-29,18015210,2141.22
2005-09-28,17038510,2115.40
2005-09-27,16586610,2116.42
2005-09-26,15024110,2121.46
2005-09-23,16041210,2116.84
2005-09-22,16929310,2110.78
2005-09-21,17723710,2106.64
2005-09-20,18456710,2131.33
2005-09-19,16041410,2145.26
2005-09-16,22690310,2160.35
2005-09-15,17446610,2146.15
2005-09-14,16982510,2149.33
2005-09-13,17245710,2171.75
2005-09-12,17235410,2182.83
2005-09-09,16175410,2175.51
2005-09-08,15780710,2166.03
2005-09-07,14808210,2172.03
2005-09-06,14031910,2166.86
2005-09-02,11304510,2141.07
2005-09-01,16233210,2147.90
2005-08-31,16317810,2152.09
2005-08-30,14364100,2129.76
2005-08-29,12685610,2137.65
2005-08-26,12611310,2120.77
2005-08-25,13075810,2134.37
2005-08-24,17185810,2128.91
2005-08-23,13412710,2137.25
2005-08-22,13516510,2141.41
2005-08-19,12052710,2135.56
2005-08-18,13917810,2136.08
2005-08-17,15180110,2145.15
2005-08-16,15403210,2137.06
2005-08-15,13804610,2167.04
2005-08-12,15514110,2156.90
2005-08-11,15820910,2174.55
2005-08-10,18176810,2157.81
2005-08-09,14604710,2174.19
2005-08-08,14310110,2164.39
2005-08-05,14717410,2177.91
2005-08-04,15913810,2191.32
2005-08-03,17524410,2216.81
2005-08-02,17350210,2218.15
2005-08-01,14926810,2195.38
2005-07-29,16139510,2184.83
2005-07-28,16838710,2198.44
2005-07-27,17500710,2186.22
2005-07-26,16518410,2175.99
2005-07-25,15230210,2166.74
2005-07-22,16603610,2179.74
2005-07-21,20348810,2178.60
2005-07-20,19570710,2188.57
2005-07-19,16326710,2173.18
2005-07-18,13072710,2144.87
2005-07-15,15349610,2156.78
2005-07-14,18723110,2152.82
2005-07-13,15410000,2144.11
2005-07-12,16575210,2143.15
2005-07-11,17708100,2135.43
2005-07-08,16852810,2112.88
2005-07-07,16178610,2075.66
2005-07-06,15920810,2068.65
2005-07-05,14403100,2078.75
2005-07-01,11762100,2057.37
2005-06-30,17315100,2056.96
2005-06-29,16403610,2068.89
2005-06-28,15842100,2069.89
2005-06-27,14483100,2045.20
2005-06-24,21511000,2053.27
2005-06-23,20094810,2070.66
2005-06-22,16684410,2092.03
2005-06-21,15574810,2091.07
2005-06-20,14081110,2088.13
2005-06-17,19932810,2090.11
2005-06-16,17930210,2089.15
2005-06-15,16726710,2074.92
2005-06-14,14058510,2069.04
2005-06-13,14321310,2068.96
2005-06-10,14493810,2063.00
2005-06-09,16666710,2076.91
2005-06-08,16025410,2060.18
2005-06-07,18465310,2067.16
2005-06-06,14771510,2075.76
2005-06-03,16379100,2071.43
2005-06-02,17466210,2097.80
2005-06-01,17797110,2087.86
2005-05-31,15787410,2068.22
2005-05-27,12373510,2075.73
2005-05-26,15964610,2071.24
2005-05-25,14931000,2050.12
2005-05-24,16959410,2061.62
2005-05-23,16201310,2056.65
2005-05-20,14927210,2046.42
2005-05-19,17005810,2042.58
2005-05-18,19578810,2030.65
2005-05-17,15205110,2004.15
2005-05-16,13902910,1994.43
2005-05-13,18789810,1976.78
2005-05-12,17834310,1963.88
2005-05-11,17161610,1971.55
2005-05-10,15955210,1962.77
2005-05-09,14410110,1979.67
2005-05-06,15111210,1967.35
2005-05-05,17198810,1961.80
2005-05-04,18778210,1962.23
2005-05-03,18681410,1933.07
2005-05-02,15477510,1928.65
2005-04-29,20395510,1921.65
2005-04-28,18613410,1904.18
2005-04-27,17642110,1930.43
2005-04-26,16700410,1927.44
2005-04-25,14424210,1950.78
2005-04-22,18027310,1932.19
2005-04-21,19514910,1962.41
2005-04-20,20049510,1913.76
2005-04-19,17928310,1932.36
2005-04-18,18403610,1912.92
2005-04-15,23146210,1908.15
2005-04-14,19300610,1946.71
2005-04-13,17054510,1974.37
2005-04-12,19318710,2005.40
2005-04-11,13824910,1992.12
2005-04-08,15163410,1999.35
2005-04-07,17142710,2018.79
2005-04-06,17464100,1999.14
2005-04-05,16475110,1999.32
2005-04-04,15893110,1991.07
2005-04-01,18696910,1984.81
2005-03-31,16869710,1999.23
2005-03-30,17536110,2005.67
2005-03-29,17978410,1973.88
2005-03-28,14876210,1992.52
2005-03-24,16979310,1991.06
2005-03-23,17411510,1990.22
2005-03-22,18059510,1989.34
2005-03-21,16111000,2007.51
2005-03-18,21069810,2007.79
2005-03-17,17451210,2016.42
2005-03-16,19696910,2015.75
2005-03-15,18387910,2034.98
2005-03-14,17077210,2051.04
2005-03-11,17920910,2041.60
2005-03-10,18257910,2059.72
2005-03-09,18955210,2061.29
2005-03-08,16967100,2073.55
2005-03-07,19491910,2090.21
2005-03-04,18291910,2070.61
2005-03-03,18958810,2058.40
2005-03-02,20044710,2067.50
2005-03-01,19411810,2071.25
2005-02-28,21301410,2051.72
2005-02-25,17712100,2065.40
2005-02-24,20318810,2051.70
2005-02-23,18784510,2031.25
2005-02-22,20562210,2030.32
2005-02-18,16141610,2058.62
2005-02-17,19504610,2061.34
2005-02-16,18650710,2087.43
2005-02-15,20715910,2089.21
2005-02-14,16396410,2082.91
2005-02-11,21636310,2076.66
2005-02-10,20855100,2053.10
2005-02-09,19588110,2052.55
2005-02-08,19435610,2086.68
2005-02-07,16984610,2082.03
2005-02-04,19415110,2086.66
2005-02-03,19627510,2057.64
2005-02-02,19655510,2075.06
2005-02-01,19045710,2068.70
2005-01-31,18238100,2062.41
2005-01-28,20981510,2035.83
2005-01-27,21062210,2047.15
2005-01-26,21050710,2046.09
2005-01-25,20036310,2019.95
2005-01-24,21346810,2008.70
2005-01-21,20437710,2034.27
2005-01-20,22313610,2045.88
2005-01-19,22177100,2073.59
2005-01-18,19838410,2106.04
2005-01-14,20848610,2087.91
2005-01-13,21116110,2070.56
2005-01-12,22576710,2092.53
2005-01-11,22102410,2079.62
2005-01-10,20982710,2097.04
2005-01-07,21919110,2088.61
2005-01-06,21742210,2090.00
2005-01-05,23753810,2091.24
2005-01-04,26904610,2107.86
2005-01-03,21931310,2152.15
2004-12-31,13664610,2175.44
2004-12-30,14031410,2178.34
2004-12-29,15038810,2177.00
2004-12-28,15875510,2177.19
2004-12-27,14787100,2154.22
2004-12-23,14307710,2160.62
2004-12-22,18027610,2157.03
2004-12-21,19728610,2150.91
2004-12-20,19914610,2127.85
2004-12-17,24230810,2135.20
2004-12-16,23962210,2146.15
2004-12-15,23375910,2162.55
2004-12-14,22286710,2159.84
2004-12-13,20709810,2148.50
2004-12-10,17948410,2128.07
2004-12-09,22841510,2129.01
2004-12-08,23908610,2126.11
2004-12-07,26715210,2114.66
2004-12-06,21502510,2151.25
2004-12-03,24109310,2147.96
2004-12-02,24016110,2143.57
2004-12-01,22816410,2138.23
2004-11-30,18787610,2096.81
2004-11-29,18443310,2106.87
2004-11-26,6677610,2101.97
2004-11-24,16381710,2102.54
2004-11-23,20576210,2084.28
2004-11-22,18979610,2085.19
2004-11-19,20337110,2070.63
2004-11-18,19154310,2104.28
2004-11-17,22233710,2099.68
2004-11-16,19010810,2078.62
2004-11-15,18882610,2094.09
2004-11-12,20043110,2085.34
2004-11-11,17647610,2061.27
2004-11-10,18534610,2034.56
2004-11-09,16922100,2043.33
2004-11-08,16092710,2039.25
2004-11-05,19089710,2038.94
2004-11-04,18234910,2023.63
2004-11-03,19574100,2004.33
2004-11-02,18450810,1984.79
2004-11-01,15228210,1979.87
2004-10-29,16399510,1974.99
2004-10-28,18218210,1975.74
2004-10-27,20759210,1969.99
2004-10-26,18125510,1928.79
2004-10-25,16038310,1914.04
2004-10-22,17379610,1915.14
2004-10-21,20061000,1953.62
2004-10-20,16504710,1932.97
2004-10-19,17133310,1922.90
2004-10-18,15051000,1936.52
2004-10-15,16482810,1911.50
2004-10-14,15902910,1903.02
2004-10-13,17761210,1920.53
2004-10-12,15083910,1925.17
2004-10-11,11738210,1928.76
2004-10-08,16689410,1919.97
2004-10-07,17349710,1948.52
2004-10-06,19228710,1971.03
2004-10-05,17096100,1955.50
2004-10-04,18549710,1952.40
2004-10-01,18203100,1942.20
2004-09-30,16566210,1896.84
2004-09-29,16372810,1893.94
2004-09-28,15369810,1869.87
2004-09-27,13167910,1859.88
2004-09-24,13600910,1879.48
2004-09-23,13968110,1886.43
