PARENT_ID	NODE_ID	DV_ABBR	LABEL_NAME	DV_URL
600000	78		Children's Hospital of Pittsburgh	
600000	79		Children's Hospital of Wisconsin	
600000	80		Children's Medical Center	
600000	81		Children's Medical Center Dallas	
600000	82		Children's Medical Group	
600000	83		Children's Memorial Hospital	
600000	84		Children's Mercy Hospitals & Clinics	
600000	85		Children's National Medical Center	
600000	86		Christian Medical College	
600000	87		Christus Spohn Health Syst Meml	
600000	88		Cincinnati Children's Hospital Medical Center	
600000	89		Cincinnati Childrens Hospital Medical Center	
600000	90		City of Hope	
600000	91		Clarian Bariatrics	
600000	92		Cleveland Clinc Fndn/Lerner College Medicine	
600000	93		Cleveland Clinic	
600000	94		Cleveland Clinic 	
600000	95		Cleveland Metro General Hospital	
600000	96		Cohen Children's Medical Center of the NSLIJ Health System	
600000	97		Colorectal Surgery	
600000	98		Columbia University	
600000	99		Community Regional Medical Center	
600000	100		Cooper University Hospital	
600000	101		Cornell Medical College	
600000	102		Creighton University Medical Center	
600000	103		Cyberjaya University College of Medical Sciences	
600000	104		Dalhousie University QEII Medical Centre	
600000	105		Dallas Methodist Medical Center	
600000	106		Dallas VA Medical Center	
600000	107		Danbury Hospital	
600000	108		Dartmouth Medical School	
600000	109		Dartmouth-Hitchcock Medical Center	
600000	110		David Geffen School Medicine at UCLA	
600000	111		Deering Medical Plaza	
600000	112		Delta State University	
600000	113		Denver Health Medical Center	
600000	114		Desert West Surgery	
600000	115		Detroit Receiving Hospital	
600000	116		Drexel University College Medicine	
600000	117		Duke University Medical Center	
600000	118		Duke University Medical School	
600000	119		East Carolina Univ/Brody School Medicine	
600000	120		East Houston General Surgery	
600000	121		East Tennessee State University	
600000	122		Eastern Virginia Medical School	
600000	123		Ebonyi State University Teaching Hosptal	
600000	124		Emory Clinic	
600000	125		Emory University School Medicine	
600000	126		Ethicon Inc/Johnson & Johnson	
600000	127		Evanston Northwestern Healthcare	
600000	128		Faulkner Breast Center	
600000	129		FMC	
600000	130		Fox Chase Cancer Center	
600000	131		Froedtert Memorial Lutheran Hospital	
600000	132		Geauga Medical Center	
600000	133		Geisinger Medical Center	
600000	134		George Washington University	
600000	135		Georgetown University Hospital	
600000	136		Georgia Health Sciences University	
600000	137		Greenslopes Hospital	
600000	138		Greenville Hospital System	
600000	139		Greenville Memorial Hospital	
600000	140		Guthrie Clinic Ltd	
600000	141		Guthrie-Robert Packer Hospital	
600000	142		H Lee Moffitt Cancer Center & Research Inst	
600000	143		Hahnemann University Hospital	
600000	144		Harbor-UCLA	
600000	145		Harborview Medical Center	
600000	146		Harper Grace Hospital	
600000	147		Harper Hospital	
600000	148		Harper University Hospital	
600000	149		Harry & Jenette Weinberg Cancer Inst	
600000	150		Hartford Hospital	
600000	151		Hartford Transplant Assoc	
600000	152		Harvard Medical School	
600000	153		Harvard Medical School/West Roxbury VAMC	
600000	154		Hasbro Children's Hospital	
600000	155		Henry Ford Hospital	
600000	156		Henry Jackson Foundation	
600000	157		Hershey Medical Center	
600000	158		Highland Hosp	
600000	159		Hofstra NorthShore LIJ School of Medicine	
600000	160		Hosp University of PA	
600000	161		Hospital for Sick Children	
600000	162		Hospital Master	
600000	163		Hospital of Saint Raphael	
600000	164		Hospital of the University of Pennsylvania	
600000	165		Hospital San Ignacio/Pontificia University Javeriana	
600000	166		Howard University College Medicine	
600000	167		Huntsman Cancer Hospital	
600000	168		Indiana University Medical Center	
600000	169		Inje University Sanggye Paik Hospital	
600000	170		Iowa Methodist Medical Center	
600000	171		James A Haley VA Hospital	
600000	172		Jefferson Medical College	
600000	173		Jefferson Medical College/Thomas Jefferson University Hospital	
600000	174		Jewish General Hospital	
600000	175		JFK Medical Center	
600000	176		John Douglas Murray	
600000	177		John Wayne Cancer Institute	
600000	178		Johns Hopkins Hospital	
600000	179		Jos University Teaching Hospital	
600000	180		JW Riley Hospital for Children	
600000	181		Kaiser Medical Center San Diego	
600000	182		Kaiser Permanente Hospital	
600000	183		Kendall Regional Medical Center/Univesity of South Florida	
600000	184		Kendrick Regional Center	
600000	185		Kern Medical Center	
600000	186		Kogi State Specialist Hospital	
600000	187		Kyoto University	
600000	188		Kyoto University Graduate School Medicine	
600000	189		Lahey Clinic Medical Center	
600000	190		Lancaster Regional	
600000	191		Lawrence & Memorial Physicians Assn	
600000	192		Lehigh Valley Hospital	
600000	193		Loma Linda University	
600000	194		London Health Sciences Center/University Hospital	
600000	195		Loyola University Medical Center	
600000	196		LSUHSC Shreveport	
600000	197		Lucile Packard Children's Hospital	
600000	198		Lutheran General Hospital	
600000	199		M S Hershey Medical Center	
600000	200		MA General Hospital/Harvard Medical School	
600000	201		Madigan Army Medical Center	
600000	202		Magee Women's of UPMC	
600000	203		Maine Medical Center	
600000	204		Marshall University School Medicine	
600000	205		Massachusetts General Hospital	
600000	206		Maui Memorial Medical Center	
600000	207		Mayo Clinic	
600000	208		McGill University	
600000	209		McMaster University	
600000	210		MD Anderson Cancer Center	
600000	211		Medical Arts Center	
600000	212		Medical College of Georgia	
600000	213		Medical College of Virginia	
600000	214		Medical College of Wisconsin	
600000	215		Medical Surgery Services (111)	
600000	216		Medical University of South Carolina	
600000	217		MEDVAMC (112)	
600000	218		Meharry Medical College	
600000	219		Memorial Sloan-Kettering Cancer Center	
600000	220		Memorial University of Newfoundland	
600000	221		Methodist Hospital	
600000	222		MetroHealth Medical Center	
600000	223		MetroHealth Medical Center/Case Western Reserve University	
600000	224		Michigan State University	
600000	225		Mid Essex Hosp Trust	
600000	226		Mid-Atlantic Surgical Assoc	
600000	227		Midwest Neurosurgery PC	
600000	228		Midwest Trauma Assoc	
600000	229		Milton S Hershey Medical Center	
600000	230		Ministry of Health	
600000	231		Miriam Hospital/Brown Medical School	
600000	232		Montefiore Medical Center/Albert Einstein College Medicine	
600000	233		Moores UCSD Cancer Center	
600000	234		Morehouse School of Medicine	
600000	235		Morristown Memorial Hospital	
600000	236		Mount Sinai Medical Center	
600000	237		Mount Sinai School Medicine	
600000	238		National Cancer Institute Surgery Branch CRC	
600000	239		National Naval Medical Center	
600000	240		Nationwide Children's Hospital	
600000	241		Naval Medical Center	
600000	242		Near East University Hospital	
600000	243		New England Medical Center	
600000	244		New Life Weight Loss & Adv Lap Surgery	
600000	245		New York Hospital Cornell Medical Center	
600000	246		New York Methodist Hospital	
600000	247		New York University School Medicine	
600000	248		NF/SG VA Medical Center	
600000	249		NIH	
600000	250		NIH Nat'l Cancer Inst Surgery Branch	
600000	251		njVeinCare	
600000	252		North Shore Long Island Jewish Medical Center	
600000	253		Northwest Vein Care	
600000	254		Northwestern Medical Practice Group	
600000	255		NY Medical College	
600000	256		NY-Presbyterian Hospital/Weill Cornell Medical College	
600000	257		NYU Langone Medical Center	
600000	258		NYU Medical Center	
600000	259		Ohio State University	
600000	260		Oklahoma University	
600000	261		Oregon Health & Sciences University	
600000	262		OUHSC	
600000	263		Pediatric Surgical Group Inc	
600000	264		Penn Medicine	
600000	265		Penn Presbyterian Medical Center	
600000	266		Penn State College of Med/Hershey Medical Center	
600000	267		Penn Surgery at Chestnut Hill	
600000	268		Phillip Ambulatroy Care Center	
600000	269		Pinacle Health	
600000	270		Pontificia Universidad Javeriana	
600000	271		Presbyterian Medical Center	
600000	272		Prima Medical Group	
600000	273		Prince Albert Parkland Health Region	
600000	274		R Adams Cowley Shock Trauma Center	
600000	275		Rainbow Babies & Children's Hospital	
600000	276		Recanati/Miller Transplantation Inst	
600000	277		Regional Heart & Lung Surgery	
600000	278		Regions Hospital	
600000	279		Rhode Island Hospital	
600000	280		Rhode Island Hospital/Brown Medical School	
600000	281		Riley Hospital For Children	
600000	282		Roanoke Memorial Hospital	
600000	283		Robert Wood Johnson Medical School	
600000	284		Roger Williams Medical Center	
600000	285		Ronald Reagan UCLA Medical Center	
600000	286		Roswell Park Cancer Inst	
600000	287		Royal North Shore Hospital	
600000	288		Rush Presbyterian St Luke's Medical Center	
600000	289		Rush University Medical Center	
600000	290		San Antonio Military Vascular Surgery	
600000	291		San Francisco General Hospital	
600000	292		Sapienza University of Rome	
600000	293		Schneider Children's Hospital	
600000	294		Scott & White Clinic	
600000	295		Scott & White Hospital	
600000	296		Scott & White Hospital/Texas A & M College Medicine	
600000	297		Scripps Green Hospital	
600000	298		Scripps Memorial Hospital	
600000	299		Seattle Childrens Hospital University of WA	
600000	300		Section of Vascular Surgery	
600000	301		Sinai Hospital of Baltimore	
600000	302		Smilow Cancer Hosp at Yale New Haven	
600000	303		Southern AZ VA Health Care System/University of Arizona	
600000	304		Southern California Permanente Medical Group	
600000	305		Southern IL University School Medicine	
600000	306		Southern Surgical Specialties	
600000	307		Spectrum Health	
600000	308		St Agnes Hospital	
600000	309		St Barnabus Medical Center	
600000	310		St Christopher's Hospital for Children	
600000	311		St John Hospital & Medical Center	
600000	312		St Joseph Mercy Hospital	
600000	313		St Joseph's Medical Center	
600000	314		St Louis University	
600000	315		St Louis University Hospital	
600000	316		St Luke's Roosevelt Hospital & Beth Israel Medical Center	
600000	317		St Luke's Roosevelt Hospital Center/Columbia University	
600000	318		St Lukes Roosevelt Hosp Center	
600000	319		St Lukes Roosevelt Hosp Center Columbia University College of Phys	
600000	320		St Michael's Hospital	
600000	321		St Micheal's Hospital/University of Toronto	
600000	322		St Paul's Hospital	
600000	323		St Vincent's Hosp	
600000	324		St Vincent's Medical Center	
600000	325		St. Jude Childres's Research Hosp	
600000	326		Stanford University	
600000	327		Stillwater Medical Group	
600000	328		Stony Brook University Medical Center	
600000	329		SUNY	
600000	330		SUNY at Buffalo	
600000	331		SUNY at Buffalo/Buffalo Gen Hospital	
600000	332		SUNY at Stony Brook	
600000	333		SUNY Downstate Medical Center	
600000	334		SUNY Upstate Medical University	
600000	335		Surgical Assoc	
600000	336		Surgical Care Assoc	
600000	337		Surgical Specialists of Decatur	
600000	338		Sylvester Comprehensive Cancer Center	
600000	339		T E Starzl Transplantion Inst	
600000	340		Temple University	
600000	341		Texas A&M University HSC/Scott & White Hospital	
600000	342		Texas A&M University System Health Science Center	
600000	343		Texas Children's Hospital	
600000	344		Texas Childrens Hosp	
600000	345		Texas Heart Inst/Baylor College Medicine	
600000	346		Texas Tech University Health Sciences Center	
600000	347		Texas Transplant Inst	
600000	348		The Cancer Institute of New Jersey	
600000	349		The Geelong Hosp Barwon Health	
600000	350		"The Heart, Lung & Esophageal Surgery Inst - UPMC"	
600000	351		The Lankenau Medical Center	
600000	352		The Queen Elizabeth Hosp Dept of Surgery	
600000	353		The University of Texas MD Anderson Cancer Center	
600000	354		Thomas Jefferson University	
600000	355		TMHRI	
600000	356		Tom Baker Cancer Centre	
600000	357		Toronto General Hospital	
600000	358		Trauma & Surg Critical Care	
600000	359		Trinity College Inst of Molecular Medical derek.hennessey@gmail.com	
600000	360		Trinity Mother Frances Hospitals and Clinics	
600000	361		Truman Medical Center	
600000	362		Tufts Medical Center	
600000	363		Tufts-New England Medical Center	
600000	364		Tulane University	
600000	365		UMass Memorial Health Care	
600000	366		UMDNJ - Robert Wood Johnson Medical School	
600000	367		UMSA-University of S FL College Medicine Tampa Gen Hosp	
600000	368		UNC	
600000	369		UNC School Medicine	
600000	370		Univ Alabama Birmingham School of Med/Children's Hospital of AL	
600000	371		Univ Arkansas Medical	
600000	372		Universidad de La Sabana	
600000	373		University at Buffalo	
600000	374		University College London Hosp	
600000	375		University College San Diego	
600000	376		University Hosp Case Medical Center	
600000	377		University Hosp Case Western Reserve Medical Center	
600000	378		University Hosp Dresden	
600000	379		University Hospital Cincinnati	
600000	380		University Hospital Hamburg Eppendorf	
600000	381		University Hospitals - Case Medical Center	
600000	382		University Hospitals & Clinics	
600000	383		University Hospitals Case Medical Center	
600000	384		University Hospitals of Cleveland	
600000	385		University Hospitals of Cleveland/Case Western Reserve University	
600000	386		University Medical Service Assoc Inc	
600000	387		University of Abuja	
600000	388		University of Alabama at Birmingham	
600000	389		University of Alabama School Medicine	
600000	390		University of Alberta	
600000	391		University of Arizona	
600000	392		University of Arkansas for Medical Sciences	
600000	393		University of Auckland	
600000	394		University of Benin Teaching Hospital PM 13	
600000	395		University of Buffalo/SUNY/VPHS	
600000	396		University of Calabar Teaching Hospital	
600000	397		University of Calgary	
600000	398		University of California Davis	
600000	399		University of California Irvine	
600000	400		University of California Los Angelos	
600000	401		University of California San Diego	
600000	402		University of California San Francisco	
600000	403		University of Central FL College of Medicine	
600000	404		University of Chicago	
600000	405		University of Cincinnati	
600000	406		University of Colorado Denver	
600000	407		University of FL College Medicine Jacksonville	
600000	408		University of Florida	
600000	409		University of Florida at Shand's Jacksonville	
600000	410		University of Florida College Medicine	
600000	411		University of Florida Health Sciences Center	
600000	412		University of Florida Jacksonville	
600000	413		University of Hawaii	
600000	414		University of Ibadan	
600000	415		University of Illinois at Chicago	
600000	416		University of Illinois College Medicine at Peoria	
600000	417		University of Iowa	
600000	418		University of Iowa Hospitals & Clinics	
600000	419		University of Kansas Medical Center	
600000	420		University of Kansas?	
600000	421		University of Kentucky	
600000	422		University of Louisville	
600000	423		University of Maiduguri	
600000	424		University of Maiduguri Teaching Hosp	
600000	425		University of Manitoba	
600000	426		University of Maryland	
600000	427		University of Massachusetts	
600000	428		University of Massachusetts Medical School	
600000	429		University of Massachusetts School Medicine	
600000	430		University of Melbourne Dept of Surg	
600000	431		University of Miami Miller School Medicine	
600000	432		University of Michigan	
600000	433		University of Minnesota	
600000	434		University of Mississippi	
600000	435		University of Mississippi Medical Center	
600000	436		University of Missouri	
600000	437		University of Nebraska Medical Center	
600000	438		University of Nevada School Medicine	
600000	439		University of New Mexico	
600000	440		University of North Carolina	
600000	441		University of Oklahoma	
600000	442		University of Pennsylvania	
600000	443		University of Pittsburgh	
600000	444		University of Pittsburgh/Children's Hospital of Pittsburgh	
600000	445		University of Pittsburgh/UPMC Presbyterian	
600000	446		University of Port Harcourt Teaching Hosp	
600000	447		University of Puerto Rico SOM	
600000	448		University of Rochester	
600000	449		University of South Carolina	
600000	450		University of South Florida	
600000	451		University of Southern California	
600000	452		University of Southern California Keck SOM	
600000	453		University of Sydney	
600000	454		University of Tennesse College Medicine Chattanooga	
600000	455		University of Tennessee	
600000	456		University of Tennessee at Knoxville	
600000	457		University of Tennessee Health Science Center	
600000	458		University of Tennessee Medical Center	
600000	459		University of Texas at Houston	
600000	460		University of Texas Health Science Center at San Antonio	
600000	461		University of Texas Health Sciences Center	
600000	462		University of Texas Health Sciences Center at Houston	
600000	463		University of Texas Health Sciences Center at San Antonio	
600000	464		University of Texas Health Sciences Center Organ Transplant Prog	
600000	465		University of Texas Houston School Medicine	
600000	466		University of Texas Medical Branch	
600000	467		University of Texas Medical School	
600000	468		University of Texas Medical School at Houston	
600000	469		University of Texas Medical School Houston	
600000	470		University of Texas Southwestern	
600000	471		University of Texas- Houston	
600000	472		University of Toledo	
600000	473		University of Toronto	
600000	474		University of TX Medical School at Houston	
600000	475		University of Utah	
600000	476		University of Utah Health Sciences Center	
600000	477		University of Utah Medical Center	
600000	478		University of Utah School Medicine	
600000	479		University of Vermont	
600000	480		University of Vermont College Medicine	
600000	481		University of Virginia	
600000	482		University of Washington	
600000	483		University of Wisconin Hospital and Clinics	
600000	484		University of Wisconsin Hospital	
600000	485		Upstate Medical University	
600000	486		UpToDate Inc	
600000	487		US Army	
600000	488		USC Keck School Medicine	
600000	489		Usmanu Danfodiyo University Teaching Hospital	
600000	490		USUHS & UW	
600000	491		UT Cancer Institute	
600000	492		Utah Cancer Institute LLC	
600000	493		UVM/Fletcher Allen Health Care	
600000	494		UW/VA Puget Sound Health Care System	
600000	495		VA Boston Healthcare System	
600000	496		VA Medical Center	
600000	497		VA Medical Center West Los Angeles	
600000	498		VA Piper Cancer Inst Mail Rte 39602	
600000	499		VA Pittsburgh Healthcare System	
600000	500		Valley Hospital Heart & Vascular Inst	
600000	501		VAMC San Francisco	
600000	502		Vanderbilt Children's Hospital	
600000	503		Vanderbilt University	
600000	504		Vascular & Transplant Specialists	
600000	505		Vascular Center	
600000	506		Veterans Administration	
600000	507		Virginia Commonwealth University	
600000	508		Wake Forest University	
600000	509		Walter Reed Army Medical Center	
600000	510		Washington Hospital Center	
600000	511		Washington Surgical Institute	
600000	512		Washington University at St Louis	
600000	513		Washington University in St Louis	
600000	514		Wayne State University	
600000	515		Weill Medical College of Cornell University	
600000	516		West Virginia University School Medicine	
600000	517		Womack Army Medical Center	
600000	518		Women & Children's Health Research Inst	
600000	519		Wright State University	
