DEPT_ID	DIVISION_ID	DV_ABBR	EMPLOYEE_ID
409000	409010	NUIN	1018680
409000	409010	NUIN	1050787
413000	413010	CMRC	1031809
413000	413010	CMRC	1037039
403000	403010	CNADC	1026371
417000	417010	Prosthetic-Orthotic Ctr	1023627
429000	429010	Academy of Educators	1016313
406000	406010	Buehler COA	1016313
409000	409010	NUIN	1053946
413000	413010	CMRC	1003655
417000	417010	Prosthetic-Orthotic Ctr	1017289
413000	413010	CMRC	1003245
305000	305010	Feinberg Cardio Rsch	1003245
413000	413010	CMRC	1035506
409000	409010	NUIN	1019504
305000	305010	Feinberg Cardio Rsch	1019504
429000	429010	Academy of Educators	1019504
409000	409010	NUIN	1021274
413000	413010	CMRC	1015812
402000	402010	Ctr for Genetic Medicine	1004817
307000	307060	Med-Health Care Studies	1051112
409000	409010	NUIN	1006301
409000	409010	NUIN	1043341
413000	413010	CMRC	1043341
402000	402010	Ctr for Genetic Medicine	1043341
402000	402010	Ctr for Genetic Medicine	1052740
409000	409010	NUIN	1052740
413000	413010	CMRC	1037305
305000	305010	Feinberg Cardio Rsch	1015048
409000	409010	NUIN	1015048
413000	413010	CMRC	1023360
413000	413010	CMRC	1018164
305000	305010	Feinberg Cardio Rsch	
409000	409010	NUIN	1044200
402000	402010	Ctr for Genetic Medicine	1044200
413000	413010	CMRC	1043443
420000	420010	NUCATS	1018461
402000	402010	Ctr for Genetic Medicine	1018461
408000	408010	Immunobiology Center	1004676
409000	409010	NUIN	1004676
305000	305010	Feinberg Cardio Rsch	1015615
413000	413010	CMRC	1036144
305000	305010	Feinberg Cardio Rsch	1016474
409000	409010	NUIN	1022576
409000	409010	NUIN	1000576
408000	408010	Immunobiology Center	1034656
413000	413010	CMRC	1034656
413000	413010	CMRC	1003502
420000	420010	NUCATS	1008668
406000	406010	Buehler COA	1008668
409000	409010	NUIN	1005132
413000	413010	CMRC	1018211
409000	409010	NUIN	1018211
305000	305010	Feinberg Cardio Rsch	1021446
402000	402010	Ctr for Genetic Medicine	1014857
413000	413010	CMRC	1003863
305000	305010	Feinberg Cardio Rsch	1016299
413000	413010	CMRC	1001208
423000	423010	Comprehensive Transplant	1021275
408000	408010	Immunobiology Center	1021275
410000	410010	IBNAM	1021275
402000	402010	Ctr for Genetic Medicine	1020998
413000	413010	CMRC	1048734
409000	409010	NUIN	1001018
402000	402010	Ctr for Genetic Medicine	1008598
424000	424010	Center for Global Health	1013067
412000	412010	Center for AIDS Research	1013067
409000	409010	NUIN	1000734
413000	413010	CMRC	1003117
409000	409010	NUIN	1009340
305000	305010	Feinberg Cardio Rsch	1022774
305000	305010	Feinberg Cardio Rsch	1005723
402000	402010	Ctr for Genetic Medicine	1011952
402000	402010	Ctr for Genetic Medicine	1036836
413000	413010	CMRC	1024549
420000	420010	NUCATS	1004037
403000	403010	CNADC	1004037
409000	409010	NUIN	1006601
305000	305010	Feinberg Cardio Rsch	1046251
420000	420010	NUCATS	1002643
416000	416010	Arthritis Center	1002643
402000	402010	Ctr for Genetic Medicine	1002643
409000	409010	NUIN	1003702
305000	305010	Feinberg Cardio Rsch	1024499
413000	413010	CMRC	1004916
408000	408010	Immunobiology Center	1004916
408000	408010	Immunobiology Center	1000886
409000	409010	NUIN	1000886
420000	420010	NUCATS	1027447
305000	305010	Feinberg Cardio Rsch	1027447
305000	305010	Feinberg Cardio Rsch	1016818
409000	409010	NUIN	1000332
403000	403010	CNADC	1000332
306000	306010	Feinberg Neuroscience	1000332
305000	305010	Feinberg Cardio Rsch	1000332
402000	402010	Ctr for Genetic Medicine	1044980
305000	305010	Feinberg Cardio Rsch	1032810
413000	413010	CMRC	1007939
413000	413010	CMRC	1017234
420000	420010	NUCATS	1017234
402000	402010	Ctr for Genetic Medicine	1050433
409000	409010	NUIN	1005265
420000	420010	NUCATS	1005265
403000	403010	CNADC	1005265
422000	422010	NCCO	1010235
305000	305010	Feinberg Cardio Rsch	1010235
403000	403010	CNADC	1048036
402000	402010	Ctr for Genetic Medicine	1048036
409000	409010	NUIN	1048036
305000	305010	Feinberg Cardio Rsch	1015091
413000	413010	CMRC	1024807
427000	427010	Brain Tumor Institute	1049440
420000	420010	NUCATS	1023591
413000	413010	CMRC	1023591
413000	413010	CMRC	1005300
413000	413010	CMRC	1001201
402000	402010	Ctr for Genetic Medicine	1001201
409000	409010	NUIN	1003883
402000	402010	Ctr for Genetic Medicine	1024039
409000	409010	NUIN	1024039
403000	403010	CNADC	1002340
413000	413010	CMRC	1023575
402000	402010	Ctr for Genetic Medicine	1009786
425000	425010	Reproductive Science	1004472
305000	305010	Feinberg Cardio Rsch	1004472
413000	413010	CMRC	1004472
402000	402010	Ctr for Genetic Medicine	1004472
416000	416010	Arthritis Center	1026407
409000	409010	NUIN	1001613
402000	402010	Ctr for Genetic Medicine	1033423
410000	410010	IBNAM	1033423
305000	305010	Feinberg Cardio Rsch	1033423
413000	413010	CMRC	1033423
413000	413010	CMRC	1010560
413000	413010	CMRC	1028845
413000	413010	CMRC	1007298
409000	409010	NUIN	1032062
412000	412010	Center for AIDS Research	1053099
413000	413010	CMRC	1019117
413000	413010	CMRC	1014980
409000	409010	NUIN	1023232
413000	413010	CMRC	1017032
409000	409010	NUIN	1040669
305000	305010	Feinberg Cardio Rsch	1003176
409000	409010	NUIN	1003176
408000	408010	Immunobiology Center	1000909
413000	413010	CMRC	1050962
409000	409010	NUIN	1023276
412000	412010	Center for AIDS Research	1008692
305000	305010	Feinberg Cardio Rsch	1032893
413000	413010	CMRC	1007679
402000	402010	Ctr for Genetic Medicine	1053485
408000	408010	Immunobiology Center	1002413
402000	402010	Ctr for Genetic Medicine	1002413
409000	409010	NUIN	1001443
306000	306010	Feinberg Neuroscience	1001443
305000	305010	Feinberg Cardio Rsch	1001443
409000	409010	NUIN	1024510
305000	305010	Feinberg Cardio Rsch	1001320
305000	305010	Feinberg Cardio Rsch	1015315
420000	420010	NUCATS	1018167
305000	305010	Feinberg Cardio Rsch	1002930
413000	413010	CMRC	1036135
305000	305010	Feinberg Cardio Rsch	1002791
402000	402010	Ctr for Genetic Medicine	1002791
410000	410010	IBNAM	1047667
423000	423010	Comprehensive Transplant	1027156
412000	412010	Center for AIDS Research	1027156
411000	411010	Asher Center	1024438
408000	408010	Immunobiology Center	1011244
410000	410010	IBNAM	1035946
421000	421010	Inst. Women's Health Rsch	1024477
422000	422010	NCCO	1024477
306000	306010	Feinberg Neuroscience	1024477
406000	406010	Buehler COA	1024477
403000	403010	CNADC	1024477
423000	423010	Comprehensive Transplant	1030597
402000	402010	Ctr for Genetic Medicine	1023239
413000	413010	CMRC	1023239
424000	424010	Center for Global Health	1052935
412000	412010	Center for AIDS Research	1052935
425000	425010	Reproductive Science	1052935
419000	419010	Center for Bioethics	1052935
402000	402010	Ctr for Genetic Medicine	1052935
402000	402010	Ctr for Genetic Medicine	1048055
416000	416010	Arthritis Center	1003978
408000	408010	Immunobiology Center	1005748
413000	413010	CMRC	1018694
402000	402010	Ctr for Genetic Medicine	1003810
305000	305010	Feinberg Cardio Rsch	1001574
402000	402010	Ctr for Genetic Medicine	1050893
417000	417010	Prosthetic-Orthotic Ctr	1014221
305000	305010	Feinberg Cardio Rsch	1025958
305000	305010	Feinberg Cardio Rsch	1004414
402000	402010	Ctr for Genetic Medicine	1011621
305000	305010	Feinberg Cardio Rsch	1015352
412000	412010	Center for AIDS Research	1000867
409000	409010	NUIN	1018683
305000	305010	Feinberg Cardio Rsch	1048496
413000	413010	CMRC	1016548
305000	305010	Feinberg Cardio Rsch	1019129
501000	501220	Prgm in Communication	1052350
431300	431310	STIL	1037573
409000	409010	NUIN	1042585
402000	402010	Ctr for Genetic Medicine	1042585
409000	409010	NUIN	1047445
402000	402010	Ctr for Genetic Medicine	1050519
409000	409010	NUIN	1024642
413000	413010	CMRC	1016846
413000	413010	CMRC	1020762
422000	422010	NCCO	1003694
402000	402010	Ctr for Genetic Medicine	2017601
408000	408010	Immunobiology Center	1022554
410000	410010	IBNAM	1027933
305000	305010	Feinberg Cardio Rsch	1023324
305000	305010	Feinberg Cardio Rsch	1014075
413000	413010	CMRC	1034616
410000	410010	IBNAM	1046519
305000	305010	Feinberg Cardio Rsch	1046519
305000	305010	Feinberg Cardio Rsch	1024281
409000	409010	NUIN	1021467
409000	409010	NUIN	1001774
403000	403010	CNADC	1001774
413000	413010	CMRC	1006653
408000	408010	Immunobiology Center	1027497
409000	409010	NUIN	1017743
413000	413010	CMRC	1024550
409000	409010	NUIN	1022800
409000	409010	NUIN	1050752
402000	402010	Ctr for Genetic Medicine	1048590
404000	404010	IHS	1021982
409000	409010	NUIN	1032940
402000	402010	Ctr for Genetic Medicine	1039881
409000	409010	NUIN	1039881
305000	305010	Feinberg Cardio Rsch	1010236
406000	406010	Buehler COA	1004379
413000	413010	CMRC	1011314
305000	305010	Feinberg Cardio Rsch	1016037
305000	305010	Feinberg Cardio Rsch	1002958
409000	409010	NUIN	1041614
413000	413010	CMRC	1039283
417000	417010	Prosthetic-Orthotic Ctr	1013312
413000	413010	CMRC	1003429
402000	402010	Ctr for Genetic Medicine	1042032
413000	413010	CMRC	1042032
409000	409010	NUIN	1042032
409000	409010	NUIN	1011279
402000	402010	Ctr for Genetic Medicine	1000184
409000	409010	NUIN	1000184
305000	305010	Feinberg Cardio Rsch	1000184
409000	409010	NUIN	1048034
305000	305010	Feinberg Cardio Rsch	1001204
612000	612010	IPR	1033261
404000	404010	IHS	1033261
413000	413010	CMRC	1004381
420000	420010	NUCATS	1039815
305000	305010	Feinberg Cardio Rsch	1002644
408000	408010	Immunobiology Center	1005250
305000	305010	Feinberg Cardio Rsch	1005250
402000	402010	Ctr for Genetic Medicine	1005250
417000	417010	Prosthetic-Orthotic Ctr	1008686
431100	431110	CMIDD	1018731
408000	408010	Immunobiology Center	1018731
429000	429010	Academy of Educators	1018731
402000	402010	Ctr for Genetic Medicine	1018731
305000	305010	Feinberg Cardio Rsch	1002038
420000	420010	NUCATS	1027269
305000	305010	Feinberg Cardio Rsch	1021028
305000	305010	Feinberg Cardio Rsch	1022091
423000	423010	Comprehensive Transplant	1067233
413000	413010	CMRC	1000528
413000	413010	CMRC	1036011
305000	305010	Feinberg Cardio Rsch	1017531
424000	424010	Center for Global Health	1073625
413000	413010	CMRC	1032794
409000	409010	NUIN	1036557
413000	413010	CMRC	1036557
413000	413010	CMRC	1022757
402000	402010	Ctr for Genetic Medicine	1041762
409000	409010	NUIN	1004642
403000	403010	CNADC	1004642
305000	305010	Feinberg Cardio Rsch	1026382
305000	305010	Feinberg Cardio Rsch	1015570
413000	413010	CMRC	1011006
413000	413010	CMRC	1007103
420000	420010	NUCATS	1047664
413000	413010	CMRC	1047664
408000	408010	Immunobiology Center	1025764
305000	305010	Feinberg Cardio Rsch	1032326
408000	408010	Immunobiology Center	1022317
409000	409010	NUIN	1022317
408000	408010	Immunobiology Center	1023525
408000	408010	Immunobiology Center	1009129
417000	417010	Prosthetic-Orthotic Ctr	1017478
413000	413010	CMRC	1039486
409000	409010	NUIN	1039486
402000	402010	Ctr for Genetic Medicine	1013549
409000	409010	NUIN	1006815
409000	409010	NUIN	1003444
408000	408010	Immunobiology Center	1003444
423000	423010	Comprehensive Transplant	1003444
402000	402010	Ctr for Genetic Medicine	1003444
413000	413010	CMRC	1001440
305000	305010	Feinberg Cardio Rsch	1004322
424000	424010	Center for Global Health	1042563
420000	420010	NUCATS	1042563
408000	408010	Immunobiology Center	1002554
402000	402010	Ctr for Genetic Medicine	1002554
413000	413010	CMRC	1008970
413000	413010	CMRC	1003837
402000	402010	Ctr for Genetic Medicine	1003837
402000	402010	Ctr for Genetic Medicine	1051734
403000	403010	CNADC	1049040
408000	408010	Immunobiology Center	1035505
402000	402010	Ctr for Genetic Medicine	1035505
409000	409010	NUIN	1018584
421000	421010	Inst. Women's Health Rsch	1052037
410000	410010	IBNAM	1052037
305000	305010	Feinberg Cardio Rsch	1052037
404000	404010	IHS	1041128
424000	424010	Center for Global Health	1033283
408000	408010	Immunobiology Center	1033283
402000	402010	Ctr for Genetic Medicine	1033283
413000	413010	CMRC	1012104
406000	406010	Buehler COA	1049388
413000	413010	CMRC	1025933
409000	409010	NUIN	1009110
305000	305010	Feinberg Cardio Rsch	1009110
413000	413010	CMRC	1014321
402000	402010	Ctr for Genetic Medicine	1007453
409000	409010	NUIN	1018857
406000	406010	Buehler COA	1016762
501000	501220	Prgm in Communication	1000927
413000	413010	CMRC	1028771
404000	404010	IHS	1007403
404000	404010	IHS	1042973
413000	413010	CMRC	1051094
413000	413010	CMRC	1013855
413000	413010	CMRC	1009039
427000	427010	Brain Tumor Institute	1002357
402000	402010	Ctr for Genetic Medicine	1002357
420000	420010	NUCATS	1002357
410000	410010	IBNAM	1002357
305000	305010	Feinberg Cardio Rsch	2104112
402000	402010	Ctr for Genetic Medicine	2104112
430000	430010	Bluhm Institute	1001472
305000	305010	Feinberg Cardio Rsch	1001472
305000	305010	Feinberg Cardio Rsch	1032743
413000	413010	CMRC	1013767
305000	305010	Feinberg Cardio Rsch	1003786
413000	413010	CMRC	1016605
404000	404010	IHS	1009343
403000	403010	CNADC	1051069
402000	402010	Ctr for Genetic Medicine	1028619
408000	408010	Immunobiology Center	1007168
402000	402010	Ctr for Genetic Medicine	1007168
413000	413010	CMRC	1007168
412000	412010	Center for AIDS Research	1013371
409000	409010	NUIN	1019437
403000	403010	CNADC	1019437
406000	406010	Buehler COA	1019437
402000	402010	Ctr for Genetic Medicine	1023834
305000	305010	Feinberg Cardio Rsch	1003649
422000	422010	NCCO	1020837
413000	413010	CMRC	1051248
412000	412010	Center for AIDS Research	1017092
412000	412010	Center for AIDS Research	1005411
408000	408010	Immunobiology Center	1009779
402000	402010	Ctr for Genetic Medicine	1009779
305000	305010	Feinberg Cardio Rsch	1008360
402000	402010	Ctr for Genetic Medicine	1003874
404000	404010	IHS	1005219
402000	402010	Ctr for Genetic Medicine	1050146
402000	402010	Ctr for Genetic Medicine	1059904
404000	404010	IHS	1036822
413000	413010	CMRC	1036822
409000	409010	NUIN	1041494
413000	413010	CMRC	1041494
402000	402010	Ctr for Genetic Medicine	2179943
501000	501220	Prgm in Communication	1057749
404000	404010	IHS	1057749
404000	404010	IHS	1044432
413000	413010	CMRC	1066379
305000	305010	Feinberg Cardio Rsch	1066440
404000	404010	IHS	1055329
430000	430010	Bluhm Institute	1036807
406000	406010	Buehler COA	1055146
409000	409010	NUIN	1010477
409000	409010	NUIN	1061921
413000	413010	CMRC	1064279
431300	431310	STIL	1060635
423000	423010	Comprehensive Transplant	1060924
413000	413010	CMRC	1061843
409000	409010	NUIN	1055581
406000	406010	Buehler COA	1055282
402000	402010	Ctr for Genetic Medicine	1055505
420000	420010	NUCATS	1055505
501000	501220	Prgm in Communication	2117014
404000	404010	IHS	2117014
431300	431310	STIL	1011521
420000	420010	NUCATS	1011521
406000	406010	Buehler COA	1011521
305000	305010	Feinberg Cardio Rsch	1051485
425000	425010	Reproductive Science	1021985
409000	409010	NUIN	1021985
404000	404010	IHS	1043300
406000	406010	Buehler COA	1043300
402000	402010	Ctr for Genetic Medicine	1000577
409000	409010	NUIN	1000577
413000	413010	CMRC	1005437
402000	402010	Ctr for Genetic Medicine	1022677
409000	409010	NUIN	1022677
416000	416010	Arthritis Center	1001200
404000	404010	IHS	1001200
402000	402010	Ctr for Genetic Medicine	1063434
305000	305010	Feinberg Cardio Rsch	1037583
430000	430010	Bluhm Institute	1037583
305000	305010	Feinberg Cardio Rsch	1064217
422000	422010	NCCO	1056406
413000	413010	CMRC	1056406
402000	402010	Ctr for Genetic Medicine	1056406
416000	416010	Arthritis Center	1055970
409000	409010	NUIN	1056039
403000	403010	CNADC	1056039
306000	306010	Feinberg Neuroscience	1056039
404000	404010	IHS	1036566
413000	413010	CMRC	1036566
402000	402010	Ctr for Genetic Medicine	1001078
403000	403010	CNADC	1045209
409000	409010	NUIN	1045209
402000	402010	Ctr for Genetic Medicine	1055047
413000	413010	CMRC	1055047
409000	409010	NUIN	1040637
408000	408010	Immunobiology Center	1040637
403000	403010	CNADC	1040637
402000	402010	Ctr for Genetic Medicine	1040637
409000	409010	NUIN	1001698
406000	406010	Buehler COA	1018621
422000	422010	NCCO	1018621
409000	409010	NUIN	1018621
402000	402010	Ctr for Genetic Medicine	1018621
431300	431310	STIL	1063100
422000	422010	NCCO	1063244
402000	402010	Ctr for Genetic Medicine	1063244
411000	411010	Asher Center	1063384
413000	413010	CMRC	1063212
423000	423010	Comprehensive Transplant	1059178
402000	402010	Ctr for Genetic Medicine	1059786
422000	422010	NCCO	1060618
420000	420010	NUCATS	1060618
413000	413010	CMRC	1058513
408000	408010	Immunobiology Center	1056465
419000	419010	Center for Bioethics	1056465
413000	413010	CMRC	1006385
305000	305010	Feinberg Cardio Rsch	1014078
402000	402010	Ctr for Genetic Medicine	2262161
422000	422010	NCCO	2147664
423000	423010	Comprehensive Transplant	1058027
413000	413010	CMRC	1057996
409000	409010	NUIN	1058311
403000	403010	CNADC	1058311
430000	430010	Bluhm Institute	1058170
427000	427010	Brain Tumor Institute	1055338
402000	402010	Ctr for Genetic Medicine	1060555
409000	409010	NUIN	1058996
402000	402010	Ctr for Genetic Medicine	1061875
413000	413010	CMRC	1049675
404000	404010	IHS	1064439
423000	423010	Comprehensive Transplant	1064439
425000	425010	Reproductive Science	1065034
402000	402010	Ctr for Genetic Medicine	1065034
402000	402010	Ctr for Genetic Medicine	1064405
413000	413010	CMRC	1064350
427000	427010	Brain Tumor Institute	1060688
413000	413010	CMRC	1060966
409000	409010	NUIN	1055613
403000	403010	CNADC	1055613
402000	402010	Ctr for Genetic Medicine	1055606
402000	402010	Ctr for Genetic Medicine	1054599
404000	404010	IHS	1007196
408000	408010	Immunobiology Center	1059841
410000	410010	IBNAM	1064580
402000	402010	Ctr for Genetic Medicine	1064580
305000	305010	Feinberg Cardio Rsch	1046497
413000	413010	CMRC	1005807
305000	305010	Feinberg Cardio Rsch	1005807
406000	406010	Buehler COA	1006854
413000	413010	CMRC	1041544
403000	403010	CNADC	1000475
409000	409010	NUIN	1000475
402000	402010	Ctr for Genetic Medicine	1002617
408000	408010	Immunobiology Center	1047292
402000	402010	Ctr for Genetic Medicine	1047446
409000	409010	NUIN	1050302
408000	408010	Immunobiology Center	1050302
423000	423010	Comprehensive Transplant	1060531
408000	408010	Immunobiology Center	1060311
423000	423010	Comprehensive Transplant	1060311
305000	305010	Feinberg Cardio Rsch	1058614
413000	413010	CMRC	1004051
431300	431310	STIL	1056292
431300	431310	STIL	1056074
409000	409010	NUIN	1050821
402000	402010	Ctr for Genetic Medicine	1056241
420000	420010	NUCATS	1002139
409000	409010	NUIN	1026447
409000	409010	NUIN	1005318
