DEPT_ID	DIVISION_ID	DV_ABBR	EMPLOYEE_ID
422000	422010	NCCO	1003694
408000	408010	Immunobiology Center	1022554
410000	410010	IBNAM	1027933
305000	305010	Feinberg Cardio Rsch	1023324
305000	305010	Feinberg Cardio Rsch	1014075
413000	413010	CHCRC	1034616
410000	410010	IBNAM	1046519
305000	305010	Feinberg Cardio Rsch	1046519
305000	305010	Feinberg Cardio Rsch	1024281
409000	409010	NUIN	1021467
409000	409010	NUIN	1001774
403000	403010	CNADC	1001774
413000	413010	CHCRC	1006653
409000	409010	NUIN	1017743
413000	413010	CHCRC	1024550
409000	409010	NUIN	1022800
409000	409010	NUIN	1050752
431500	431510	Ctr for Behavior & Health	1021982
431800	431810	Ctr for Community Health	1021982
431600	431610	Ct for Population Hlth Sc	1021982
404000	404010	CHS	1021982
409000	409010	NUIN	1032940
409000	409010	NUIN	1039881
430000	430010	Bluhm Institute	1010236
305000	305010	Feinberg Cardio Rsch	1010236
406000	406010	Buehler COA	1004379
413000	413010	CHCRC	1011314
305000	305010	Feinberg Cardio Rsch	1016037
404000	404010	CHS	1002958
305000	305010	Feinberg Cardio Rsch	1002958
409000	409010	NUIN	1041614
413000	413010	CHCRC	1039283
417000	417010	Prosthetic-Orthotic Ctr	1013312
413000	413010	CHCRC	1003429
413000	413010	CHCRC	1042032
409000	409010	NUIN	1042032
409000	409010	NUIN	1011279
409000	409010	NUIN	1000184
305000	305010	Feinberg Cardio Rsch	1000184
409000	409010	NUIN	1048034
305000	305010	Feinberg Cardio Rsch	1001204
431800	431810	Ctr for Community Health	1033261
612000	612010	IPR	1033261
431700	431710	Ct Patient-Cntred Outcome	1033261
404000	404010	CHS	1033261
413000	413010	CHCRC	1004381
431800	431810	Ctr for Community Health	1001139
431600	431610	Ct for Population Hlth Sc	1039815
420000	420010	NUCATS	1039815
305000	305010	Feinberg Cardio Rsch	1002644
408000	408010	Immunobiology Center	1005250
305000	305010	Feinberg Cardio Rsch	1005250
417000	417010	Prosthetic-Orthotic Ctr	1008686
431100	431110	CMIDD	1018731
408000	408010	Immunobiology Center	1018731
429000	429010	Academy of Educators	1018731
305000	305010	Feinberg Cardio Rsch	1002038
420000	420010	NUCATS	1027269
305000	305010	Feinberg Cardio Rsch	1021028
305000	305010	Feinberg Cardio Rsch	1022091
423000	423010	Comprehensive Transplant	1067233
429000	429010	Academy of Educators	1049219
413000	413010	CHCRC	1000528
413000	413010	CHCRC	1036011
305000	305010	Feinberg Cardio Rsch	1017531
424000	424010	Center for Global Health	1073625
413000	413010	CHCRC	1032794
409000	409010	NUIN	1036557
413000	413010	CHCRC	1036557
413000	413010	CHCRC	1022757
409000	409010	NUIN	1004642
403000	403010	CNADC	1004642
305000	305010	Feinberg Cardio Rsch	1026382
305000	305010	Feinberg Cardio Rsch	1015570
413000	413010	CHCRC	1011006
413000	413010	CHCRC	1007103
431900	431910	Ct for Educ Public Health	1052726
431600	431610	Ct for Population Hlth Sc	1052726
431800	431810	Ctr for Community Health	1047664
431700	431710	Ct Patient-Cntred Outcome	1047664
404000	404010	CHS	1047664
420000	420010	NUCATS	1047664
413000	413010	CHCRC	1047664
408000	408010	Immunobiology Center	1025764
305000	305010	Feinberg Cardio Rsch	1032326
408000	408010	Immunobiology Center	1022317
409000	409010	NUIN	1022317
408000	408010	Immunobiology Center	1023525
408000	408010	Immunobiology Center	1009129
417000	417010	Prosthetic-Orthotic Ctr	1017478
413000	413010	CHCRC	1039486
409000	409010	NUIN	1039486
614000	614010	Hugh Knowles Center	1004025
409000	409010	NUIN	1006815
409000	409010	NUIN	1003444
423000	423010	Comprehensive Transplant	1003444
408000	408010	Immunobiology Center	1003444
413000	413010	CHCRC	1001440
305000	305010	Feinberg Cardio Rsch	1004322
404000	404010	CHS	1042563
420000	420010	NUCATS	1042563
424000	424010	Center for Global Health	1042563
408000	408010	Immunobiology Center	1002554
413000	413010	CHCRC	1008970
413000	413010	CHCRC	1003837
403000	403010	CNADC	1049040
408000	408010	Immunobiology Center	1035505
409000	409010	NUIN	1018584
421000	421010	Inst. Women's Health Rsch	1052037
410000	410010	IBNAM	1052037
305000	305010	Feinberg Cardio Rsch	1052037
431900	431910	Ct for Educ Public Health	1041128
431700	431710	Ct Patient-Cntred Outcome	1041128
431800	431810	Ctr for Community Health	1041128
404000	404010	CHS	1041128
408000	408010	Immunobiology Center	1033283
424000	424010	Center for Global Health	1033283
413000	413010	CHCRC	1012104
406000	406010	Buehler COA	1049388
413000	413010	CHCRC	1025933
409000	409010	NUIN	1009110
305000	305010	Feinberg Cardio Rsch	1009110
413000	413010	CHCRC	1014321
409000	409010	NUIN	1018857
406000	406010	Buehler COA	1016762
501000	501220	Prgm in Communication	1000927
413000	413010	CHCRC	1028771
404000	404010	CHS	1007403
404000	404010	CHS	1042973
431800	431810	Ctr for Community Health	1051094
422000	422010	NCCO	1051094
420000	420010	NUCATS	1051094
612000	612010	IPR	1051094
413000	413010	CHCRC	1051094
413000	413010	CHCRC	1013855
413000	413010	CHCRC	1009039
427000	427010	Brain Tumor Institute	1002357
420000	420010	NUCATS	1002357
410000	410010	IBNAM	1002357
305000	305010	Feinberg Cardio Rsch	2104112
430000	430010	Bluhm Institute	1001472
305000	305010	Feinberg Cardio Rsch	1001472
305000	305010	Feinberg Cardio Rsch	1032743
413000	413010	CHCRC	1013767
305000	305010	Feinberg Cardio Rsch	1003786
413000	413010	CHCRC	1016605
404000	404010	CHS	1009343
403000	403010	CNADC	1051069
416000	416010	Arthritis Center	1007168
408000	408010	Immunobiology Center	1007168
413000	413010	CHCRC	1007168
412000	412010	Center for AIDS Research	1013371
409000	409010	NUIN	1019437
403000	403010	CNADC	1019437
406000	406010	Buehler COA	1019437
305000	305010	Feinberg Cardio Rsch	1003649
422000	422010	NCCO	1020837
413000	413010	CHCRC	1051248
412000	412010	Center for AIDS Research	1017092
412000	412010	Center for AIDS Research	1005411
408000	408010	Immunobiology Center	1009779
305000	305010	Feinberg Cardio Rsch	1008360
431800	431810	Ctr for Community Health	1003874
404000	404010	CHS	1005219
404000	404010	CHS	1036822
413000	413010	CHCRC	1036822
404000	404010	CHS	1074509
409000	409010	NUIN	1041494
413000	413010	CHCRC	1041494
404000	404010	CHS	1057754
431200	431210	CBITs	1057754
431800	431810	Ctr for Community Health	1057749
501000	501220	Prgm in Communication	1057749
404000	404010	CHS	1057749
404000	404010	CHS	1044432
413000	413010	CHCRC	1066379
305000	305010	Feinberg Cardio Rsch	1066440
431800	431810	Ctr for Community Health	1055329
404000	404010	CHS	1055329
430000	430010	Bluhm Institute	1036807
406000	406010	Buehler COA	1055146
409000	409010	NUIN	1010477
409000	409010	NUIN	1061921
413000	413010	CHCRC	1064279
404000	404010	CHS	1074152
429000	429010	Academy of Educators	1060635
431300	431310	STIL	1060635
423000	423010	Comprehensive Transplant	1060924
413000	413010	CHCRC	1061843
413000	413010	CHCRC	1061894
409000	409010	NUIN	1055581
406000	406010	Buehler COA	1055282
404000	404010	CHS	1054853
431600	431610	Ct for Population Hlth Sc	1055505
420000	420010	NUCATS	1055505
404000	404010	CHS	2117014
431900	431910	Ct for Educ Public Health	2117014
431500	431510	Ctr for Behavior & Health	2117014
501000	501220	Prgm in Communication	2117014
431300	431310	STIL	1011521
420000	420010	NUCATS	1011521
406000	406010	Buehler COA	1011521
305000	305010	Feinberg Cardio Rsch	1051485
425000	425010	Reproductive Science	1021985
409000	409010	NUIN	1021985
404000	404010	CHS	1043300
406000	406010	Buehler COA	1043300
409000	409010	NUIN	1000577
413000	413010	CHCRC	1005437
409000	409010	NUIN	1022677
424000	424010	Center for Global Health	1059851
416000	416010	Arthritis Center	1001200
404000	404010	CHS	1001200
305000	305010	Feinberg Cardio Rsch	1037583
430000	430010	Bluhm Institute	1037583
305000	305010	Feinberg Cardio Rsch	1064217
422000	422010	NCCO	1056406
413000	413010	CHCRC	1056406
431600	431610	Ct for Population Hlth Sc	1055970
416000	416010	Arthritis Center	1055970
409000	409010	NUIN	1056039
403000	403010	CNADC	1056039
306000	306010	Feinberg Neuroscience	1056039
413000	413010	CHCRC	1036566
404000	404010	CHS	1036566
431900	431910	Ct for Educ Public Health	1036566
403000	403010	CNADC	1045209
409000	409010	NUIN	1045209
431700	431710	Ct Patient-Cntred Outcome	1016392
406000	406010	Buehler COA	1016392
413000	413010	CHCRC	1055047
409000	409010	NUIN	1040637
408000	408010	Immunobiology Center	1040637
403000	403010	CNADC	1040637
409000	409010	NUIN	1001698
406000	406010	Buehler COA	1018621
422000	422010	NCCO	1018621
409000	409010	NUIN	1018621
431300	431310	STIL	1063100
430000	430010	Bluhm Institute	1063052
421000	421010	Inst. Women's Health Rsch	1063052
422000	422010	NCCO	1063244
411000	411010	Asher Center	1063384
413000	413010	CHCRC	1063212
432000	432010	Ct Engineer and Health	1063131
431800	431810	Ctr for Community Health	1063131
404000	404010	CHS	1063131
420000	420010	NUCATS	1063131
431900	431910	Ct for Educ Public Health	1061814
431500	431510	Ctr for Behavior & Health	1061814
431800	431810	Ctr for Community Health	1061814
431700	431710	Ct Patient-Cntred Outcome	1061814
404000	404010	CHS	1061814
423000	423010	Comprehensive Transplant	1059178
422000	422010	NCCO	1060618
420000	420010	NUCATS	1060618
431200	431210	CBITs	1060618
431500	431510	Ctr for Behavior & Health	1060618
413000	413010	CHCRC	1058513
408000	408010	Immunobiology Center	1056465
431500	431510	Ctr for Behavior & Health	1044272
431700	431710	Ct Patient-Cntred Outcome	1044272
404000	404010	CHS	1044272
413000	413010	CHCRC	1006385
431600	431610	Ct for Population Hlth Sc	2027098
305000	305010	Feinberg Cardio Rsch	1014078
422000	422010	NCCO	2147664
423000	423010	Comprehensive Transplant	1058027
413000	413010	CHCRC	1057996
409000	409010	NUIN	1058311
403000	403010	CNADC	1058311
430000	430010	Bluhm Institute	1058170
427000	427010	Brain Tumor Institute	1055338
409000	409010	NUIN	1058996
413000	413010	CHCRC	1049675
615000	615010	IPHAM	1064439
423000	423010	Comprehensive Transplant	1064439
431500	431510	Ctr for Behavior & Health	1064234
431700	431710	Ct Patient-Cntred Outcome	1064234
425000	425010	Reproductive Science	1065034
413000	413010	CHCRC	1064350
424000	424010	Center for Global Health	1059094
427000	427010	Brain Tumor Institute	1060688
413000	413010	CHCRC	1060966
431500	431510	Ctr for Behavior & Health	1043745
431700	431710	Ct Patient-Cntred Outcome	1043745
404000	404010	CHS	1043745
431700	431710	Ct Patient-Cntred Outcome	1065021
431900	431910	Ct for Educ Public Health	1065021
431600	431610	Ct for Population Hlth Sc	1065021
409000	409010	NUIN	1055613
403000	403010	CNADC	1055613
429000	429010	Academy of Educators	1053859
431900	431910	Ct for Educ Public Health	1007196
