APPOINT_FLAG	CENTER_FLAG	DEPT_ID	DIVISION_ID	DV_ABBR	DV_CAMPUS_ID	DV_LOCATION_ID	DV_NAME	DV_PHONE	DV_ROOM_NUMBER	DV_TYPE	DV_URL	LABEL_NAME	PICTURE_DIR	SAU_ID	SEARCH_NAME	WEB_ID
1	0	307000	307050	Med-Cardiology	1	129	Medicine-Cardiology	312/695-4965	600	Clinical	http://www.medicine.northwestern.edu/divisions/cardiology/	Medicine:Cardiology	med-cardio	407400	Cardiology	62635
0	0	307000	307060	Med-Health Care Studies	1	129	Medicine-Center for Health Care Studies	312/695-5100	200	Clinical		Medicine:Health Care Studies			Health care studies center	62705
0	0	307000	307070	Med-Emergency Medicine	1	124	Medicine-Emergency Medicine	312/926-9519	100	Clinical		Medicine:Emergency Medicine		407800	Medicine-Emergency Medicine	62619
1	0	307000	307080	Med-Endocrinology	1	113	Medicine-Endocrinology	312/503-0006	15-703	Clinical	http://www.medicine.northwestern.edu/divisions/endocrinology/	Medicine:Endocrinology	med-endo	408000	Endocrinology	62636
1	0	307000	307090	Med-Gastro / Hepatology	1	129	Medicine-Gastroenterology and Hepatology	312/695-4065	1400	Clinical	http://www.medicine.northwestern.edu/divisions/gastroenterology/	Medicine:Gastroenterology & Hepatology	med-gastro	408200	Gastroenterology & Hepatology	62706
0	0	307000	307100	Med-Gen. Clin. Rsch. Ctr.	1	102	Medicine-General Clinical Research Center	312/926-3192	10-760	Clinical	http://www.nucats.northwestern.edu/centers/ccr/resources/index.html	Clinical Research Center			General Clinical Research Center	62707
1	0	307000	307110	Med-Gen Int / Geriatrics	1	101	Medicine-General Internal Medicine and Geriatrics	312/503-6400	10th Floor	Clinical	http://www.medicine.northwestern.edu/divisions/general-internal-medicine	Medicine:Gen Internal Med & Geriatrics	med-gim	408400	General internal medicine & geriatrics	62637
0	0	307000	307120	Med-Geriatrics	1	128	Medicine-Geriatrics	312/695-5287	630	Clinical	http://www.medicine.northwestern.edu/divisions/geriatric-medicine	Medicine:Geriatrics	med-geriatric	407600	Geriatrics	62708
1	0	307000	307130	Med-Hematology / Oncology	1	138	Medicine-Hematology/Oncology	312/695-6180	5-121	Clinical	http://www.medicine.northwestern.edu/divisions/hematology-oncology	Medicine:Hematology / Oncology	med-hemonc	408800	Hematology/oncology	62638
1	0	307000	307140	Med-Immunotherapy	1	136	Medicine-Immunotherapy and Autoimmune Diseases	312/695-4960	10-1000	Clinical	http://www.medicine.northwestern.edu/divisions-0	Medicine:Immunotherapy	med-immuno		Immunotherapy and autoimmune diseases	62627
1	0	307000	307150	Med-Infectious Disease	1	128	Medicine-Infectious Diseases	312/695-5085	900	Clinical	http://www.medicine.northwestern.edu/divisions/infectious_diseases/	Medicine:Infectious Disease	med-infdis	409000	Infectious diseases	62639
1	0	307000	307160	Med-Nephrology	1	114	Medicine-Nephrology	312/503-8342	10-450	Clinical	http://www.medicine.northwestern.edu/divisions/nephrology-hypertension	Medicine:Nephrology	med-neph	409200	Nephrology	62710
1	0	307000	307170	Med-Pulmonary	1	137	Medicine-Pulmonary	312/908-8163	M-300	Clinical	http://www.medicine.northwestern.edu/divisions/pulmonary-and-critical-care	Medicine:Pulmonary	med-pul	409400	Pulmonary	62620
0	0	307000	307180	Med-VA Medicine	1		Medicine-VA Medicine					Med-VA Medicine			Medicine-VA Medicine	62712
0	0	307000	307190	Med-Hepatology	1	129	Medicine-Hepatology	312/503-4667	1400	Clinical	http://www.medicine.northwestern.edu/divisions/hepatology/	Medicine:Hepatology	med-hepatology		Hepatology	62709
1	0	307000	307200	Med-Hospital Medicine	1	510	Medicine-Hospital Medicine	312/926-5924	16-738	Clinical	http://www.medicine.northwestern.edu/hospitalmedicine/	Medicine:Hospital Medicine	med-hospmed		Hospital Medicine	62770
1	0	308000	308010	Neurology	1	100	Ken and Ruth Davee Department of Neurology	312/908-5035	1123	Clinical	http://www.neurology.northwestern.edu/	Neurology	neuro	420400	Neurology	62640
1	0	309000	309010	Neurological Surgery	1	129	Neurological Surgery	312/695-6200	2210	Clinical	http://www.feinberg.northwestern.edu/neurosurgery/index.htm	Neurological Surgery	neuro-surg	436100	Neurological surgery	62655
0	0	310000	310000	Ob/Gyn Rollup	1	110	Obstetrics and Gynecology-Rollup	312/472-3660	4-Mar		http://www.feinberg.northwestern.edu/obgyn/index.html	Ob/Gyn - Rollup			Obstetrics and gynecology-Rollup	62696
1	0	310000	310010	Ob/Gyn	1	110	Obstetrics and Gynecology	312/472-3970	4-Mar	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN	obgyn-dept	422600	Obstetrics and gynecology	62715
1	0	310000	310020	Ob/Gyn-Diag Ultrasound	1	110	Obstetrics and Gynecology-Diagnostic Ultrasound	312/472-4639	05-23654	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Diagnostic Ultrasound	obgyn-diag		Obstetrics and gynecology-Diagnostic Ultrasound	62642
0	0	310000	310030	Ob/Gyn-Education	1	110	Obstetrics and Gynecology-Education	312/472-4639	May-77	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Education	obgyn-edu		Obstetrics and gynecology-Education	62641
1	0	310000	310040	Ob/Gyn-General	1	110	Obstetrics and Gynecology-General	312/695-8466	4-Mar	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:General	obgyn-gen		Obstetrics and gynecology-General	62669
1	0	310000	310050	Ob/Gyn-Gyn Oncology	1	110	Obstetrics and Gynecology-Gynecologic Oncology	312/472-4684	May-68	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Gynecologic Oncology	obgyn-gynonc		Gynecologic oncology	62670
0	0	310000	310060	Ob/Gyn-Gyn Surgery	1	130	Obstetrics and Gynecology-Gynecologic Surgery	312/695-6600	1015	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Surgery	obgyn-surg		Gynecologic surgery	62671
0	0	310000	310070	Ob/Gyn-Industry Clinica	1	110	Obstetrics and Gynecology-Industry Clinical Trials	312/926-6631	4-Mar	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Industry Clinical Trials	obgyn-indtrials		Obstetrics and gynecology-Industry Clinical Trials	62693
1	0	310000	310080	Ob/Gyn-Maternal Fetal	1	110	Obstetrics and Gynecology-Maternal Fetal Medicine	312/472-4685	May-75	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Maternal Fetal Health	obgyn-maternal		Obstetrics and gynecology-Maternal Fetal Medicine	62694
1	0	310000	310090	Ob/Gyn-Reprod Endo	1	129	Obstetrics and Gynecology-Reproductive Endo & Infertility	312/926-8244	1875	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Reproductive Endocrinology	obgyn-reprodend		Obstetrics and gynecology-Reproductive Endocrinology and Infertility	62628
1	0	310000	310100	Ob/Gyn-Clinical Genetics	1	110	Obstetrics and Gynecology-Clinical Genetics	312/472-4683	May-68	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Clinical Genetics	obgyn-reprodgen		Obstetrics and Gynecology-Clinical Genetics	62695
1	0	310000	310110	Ob/Gyn-Reprod Biol Rsrch	1	138	Obstetrics and Gynecology-Reproductive Biology Research	312/503-0515	4-123	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Reprod Biol Rsrch	obgyn-reprodbio		Obstetrics and Gynecology-Reproductive Biology Research	62668
1	0	310000	310120	Ob/Gyn-FPRMS-Urogyn	1	130	Obstetrics and Gynecology-Female Pelvic Medicine and Reconstructive Surgery (Urogynecology)	312/695-6600	1015	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Urogynecology	obgyn-uro		Obstetrics and Gynecology-Urogynecology	62667
1	0	310000	310130	Ob/Gyn-Fertility Preserv	1	130	Obstetrics and Gynecology-Fertility Preservation	312/695-6600	1015	Clinical	http://www.feinberg.northwestern.edu/obgyn/index.html	OB/GYN:Fertility Preservation	obgyn-fertility		Obstetrics and Gynecology-Fertility Preservation	62727
0	0	311000	311000	OCRT-Rollup	1	100	Office of Clinical Research and Training-Rollup	312/503-1500	10th floor			OCRT-Rollup			Office of Clinical Research and Training-Rollup	62739
0	0	311000	311010	OCRT-Gen. Administration	1	100	Office of Clinical Research and Training-General Administration	312/503-1500	10th floor			OCRT-Gen. Administration			Office of Clinical Research and Training-General Administration	62734
0	0	311000	311020	OCRT-Budget P&R	1	100	Office of Clinical Research and Training-Budget P&R	312/503-1500	10th floor			OCRT-Budget P&R			Office of Clinical Research and Training-Budget P&R	62697
0	0	311000	311030	OCRT-Business Development	1	100	Office of Clinical Research and Training-Business Development	312/503-1500	10th floor			OCRT-Business Development			Office of Clinical Research and Training-Business Development	62698
0	0	311000	311040	OCRT-Education	1	100	Office of Clinical Research and Training-Education	312/503-1500	10th floor			OCRT-Education			Office of Clinical Research and Training-Education	62699
0	0	311000	311050	OCRT-Recruitment	1	100	Office of Clinical Research and Training-Recruitment	312/503-1500	10th floor			OCRT-Recruitment			Office of Clinical Research and Training-Recruitment	62737
0	0	311000	311060	OCRT-Regulatory	1	100	Office of Clinical Research and Training-Regulatory	312/503-1500	10th floor			OCRT-Regulatory			Office of Clinical Research and Training-Regulatory	62738
0	0	311000	311070	OCRT-Quality & Assurance	1	100	Office of Clinical Research and Training-Quality and Assurance	312/503-1500	10th floor			OCRT-Quality & Assurance			Office of Clinical Research and Training-Quality and Assurance	62736
0	0	311000	311090	OCRT-Internal CTO	1	100	Office of Clinical Research and Training-Internal CTO	312/503-1500	10th floor			OCRT-Internal CTO			Office of Clinical Research and Training-Internal CTO	62735
1	0	312000	312010	Ophthalmology	1	128	Ophthalmology	312/908-8152	440	Clinical	http://www.feinberg.northwestern.edu/depts/ophthalmology/	Ophthalmology	ophthalmology	425900	Ophthalmology	62740
1	0	313000	313010	Orthopaedic Surgery	1	129	Orthopaedic Surgery	312/926-4444	13th floor	Clinical	http://www.orthopaedics.northwestern.edu/	Orthopaedic Surgery	ortho-surg	428400	Orthopaedic surgery	62629
0	0	314000	314000	Otolaryngology Rollup	1	129	Otolaryngology-Rollup	312/695-8182	1325		http://www.oto-hns.northwestern.edu/	Otolaryngology-Rollup		430300	Otolaryngology-Rollup	62724
1	0	314000	314010	Otolaryngology	1	129	Otolaryngology - Head and Neck Surgery	312/695-8182	1325	Clinical	http://www.oto-hns.northwestern.edu/	Otolaryngology	otolaryn	430300	Otolaryngology - head and neck surgery	62741
1	0	314000	314020	Otolaryn-Dental Surg	1	129	Otolaryngology-Dental Surgery	312/926-3264	1325	Clinical	http://www.oto-hns.northwestern.edu/	Otolaryngology:Dental Surgery	otolaryn-dental	430300	Dental Surgery	62723
1	0	315000	315010	P M & R	1	100	Physical Medicine and Rehabilitation	312/503-3636	1022	Clinical	http://www.feinberg.northwestern.edu/sites/pmr/	P M & R	pmr	428100	Physical medicine and rehabilitation	62744
1	0	316000	316010	Pediatrics	1	300	Pediatrics	312/227-4337	86	Clinical	http://www.pediatrics.northwestern.edu/index.html	Pediatrics	pediatrics	433200	Pediatrics	62743
1	0	317000	317010	Physical Therapy	1	128	Physical Therapy and Human Movement Sciences	312/908-8160	1100	Clinical	http://www.feinberg.northwestern.edu/nupthms/index.html	Physical Therapy	phys-ther	450600	Physical therapy and human movement sciences	62651
1	0	318000	318010	Psychiatry	1	136	Psychiatry and Behavioral Sciences	312/926-2323	7-100	Clinical	http://psychiatry.northwestern.edu/	Psychiatry	psych	434500	Psychiatry and behavioral sciences	62652
1	0	319000	319010	Radiology	1	129	Radiology	312/695-5753	800	Clinical	http://www.radiology.northwestern.edu/	Radiology	radiology	443500	Radiology	62747
1	0	319500	319510	Radiation Oncology	1	129	Radiation Oncology		1820	Clinical	http://www.feinberg.northwestern.edu/depts/rad-oncology/index.html	Radiation Oncology	radiation-onco	497400	Radiation Oncology	62768
0	0	320000	320000	Surg Rollup	1		Surgery-Rollup				http://www.surgery.northwestern.edu/index.html	Surg-Rollup			Surgery-Rollup	62753
1	0	320000	320010	Surgery	1	103	Surgery	312/926-8060	3-150	Clinical	http://www.surgery.northwestern.edu/index.html	Surgery	surgery	435500	Surgery	62748
0	0	320000	320020	Surg-Cardiothoracic	1	129	Surgery-Cardiothoracic	312/695-3121	650	Clinical	http://www.surgery.northwestern.edu/dos-divprog/cardiac/index.html 	Surgery:Cardiothoracic	surg-cardthor		Cardiothoracic surgery	62749
0	0	320000	320030	Surg-Dental	1	103	Surgery-Dental	312/926-3264	2-210C	Clinical	http://www.surgery.northwestern.edu/index.html	Surgery:Dental	surg-dent		Dental surgery	62750
1	0	320000	320040	Surg-GI Endo	1	129	Surgery-Gastrointestinal and Endocrine	312/695-1419	650	Clinical	http://www.surgery.northwestern.edu/dos-divprog/gionc/index.html	Surgery:Gastro-Intestinal Surgery	surg-gastro		Gastrointestinal and endocrine surgery	62751
0	0	320000	320050	Surg-Min.Invasive Surgery	1	103	Surgery-Minimally Invasive	312/926-8401	3-150	Clinical	http://www.surgery.northwestern.edu/index.html	Surgery:Minimal Invasive Surgery	surg-mininv		Surgery-minimally invasive	62752
1	0	320000	320060	Surg-Plastic Surgery	1	104	Surgery-Plastic	312/695-6022	19-250	Clinical	http://www.surgery.northwestern.edu/dos-divprog/plastic/index.html	Surgery:Plastic Surgery	surg-plastic		Plastic surgery	62630
1	0	320000	320070	Surg-Surgical Oncology	1	129	Surgery-Surgical Oncology	312/695-2534	650	Clinical	http://www.surgery.northwestern.edu/dos-divprog/gionc/index.html	Surgery:Surgical Oncology	surg-onco		Surgical oncology	62754
1	0	320000	320080	Surg-Transplant	1	104	Surgery-Organ Transplantation	312/695-8900	17-200	Clinical	http://www.surgery.northwestern.edu/dos-divprog/transplant/index.html	Surgery:Transplant	surg-trans		Transplant surgery	62755
1	0	320000	320090	Surg-Trauma/Critical Care	1	129	Surgery-Trauma/Critical Care	312/695-4835	650	Clinical	http://www.surgery.northwestern.edu/dos-divprog/trauma/index.html	Surgery:Trauma/Critical Care	surg-trauma		Trauma/critical care surgery	62756
1	0	320000	320100	Surg-Vascular	1	129	Surgery-Vascular	312/926-7775	650	Clinical	http://www.surgery.northwestern.edu/dos-divprog/vascular/index.html	Surgery:Vascular	surg-vascular		Vascular surgery	62654
0	0	320000	320110	Surg-Education	1		Surgery-Education			Clinical		Surgery:Education			Surgery Education	62763
1	0	320000	320120	Surg-Breast Surgery	1	110	Surgery-Breast Surgery	312/472-4720	4-420	Clinical	http://www.surgery.northwestern.edu/divisions/breast/index.html	Surgery:Breast Surgery	surg-breast		Breast Surgery	62764
1	0	320000	320130	Surg-Cardiac Surgery	1	129	Surgery-Cardiac Surgery		650	Clinical	http://www.surgery.northwestern.edu/dos-divprog/cardiac/	Surgery:Cardiac Surgery	surg-cardiac		Cardiac Surgery	62765
1	0	320000	320140	Surg-Thoracic Surgery	1	129	Surgery-Thoracic Surgery		650	Clinical	http://www.surgery.northwestern.edu/dos-divprog/thoracic/	Surgery:Thoracic Surgery	surg-thor		Thoracic Surgery	62766
0	0	320000	320150	Surg-Clinical Trials Unit	1		Surgery-Clinical Trials Unit			Clinical		Surgery:Clinical Trials Unit			Clinical Trials Unit	62767
1	0	321000	321010	Urology	1	113	Urology	312/908-8145	16-703	Clinical	http://www.feinberg.northwestern.edu/depts/urology/	Urology	urology	441800	Urology	62757
0	0	322000	322010	OCRT-Ext.Consult.Services	1	100	Office of Clinical Research and Training-Ext. Consulting Services	312/503-1500	10th floor			OCRT-Ext.Consult.Services			Office of Clinical Research and Training-Ext. Consulting Services	62700
1	0	323000	323010	Medical Social Sciences	1	141	Medical Social Sciences	312/503-3303	27th Floor	Basic	http://www.mss.northwestern.edu/ 	Medical Social Sciences	medical-social		Medical Social Sciences	62728
1	1	401000	401010	Lurie Cancer Center	1	107	Robert H. Lurie Comprehensive Cancer Center	312/908-5250	8250	Clinical	http://www.lurie.northwestern.edu/	Lurie Cancer Center	cancer	444400	Cancer center	62653
1	1	402000	402010	Ctr for Genetic Medicine	1	129	Center for Genetic Medicine	312/503-3209	1260	Basic	http://www.cgm.northwestern.edu/	Center for Genetic Medicine	genetic-center		Genetic medicine center	62675
1	1	403000	403010	CNADC	1	114	Cognitive Neurology and Alzheimer's Disease Center	312/908-9946	11-467	Clinical	http://www.brain.northwestern.edu/	CNADC	cnadc		Alzheimer's disease center	62621
0	0	404000	404000	IPHAM	1		Institute for Public Health and Medicine (IPHAM)				http://www.feinberg.northwestern.edu/sites/ipham/	Institute for Public Health and Medicine			Institute for Public Health and Medicine (IPHAM)	
1	1	404000	404010	CHS-IPHAM	1	101	Center for Healthcare Studies - Institute for Public Health and Medicine	312-503-5500	10th Floor	Clinical	http://www.northwestern.edu/ihs/	CHS	ihs		Center for Healthcare Studies-IPHAM	62702
1	1	404000	404020	Buehler COA-IPHAM	1	101	"Buehler Center on Aging, Health & Society - Institute for Public Health and Medicine"	312/503-3087	601	Clinical	http://www.northwestern.edu/aging/	"Buehler Ctr on Aging, Health & Society"	buehler		Aging center-IPHAM	62673
0	1	404000	404030	Ctr Behavior/Health-IPHAM	1	130	Center for Behavior and Health - Institute for Public Health and Medicine	312/503-0979	1220		http://www.feinberg.northwestern.edu/sites/ipham/centers/behavior-health.html	Center for Behavior and Health			Center for Behavior and Health-IPHAM	20
0	1	404000	404040	Ctr Community Hlth-IPHAM	1	139	Center for Community Health - Institute for Public Health and Medicine		10th Floor		http://www.feinberg.northwestern.edu/sites/ipham/centers/community-health.html	Center for Community Health			Center for Community Health-IPHAM	21
0	1	404000	404050	Ct Educ Health Sci-IPHAM	1	130	Center for Education in Health Sciences - Institute for Public Health and Medicine	312/908-7914	1400		http://www.feinberg.northwestern.edu/sites/ipham/education/index.html	Center for Education in Public Health			Center for Education in Public Health-IPHAM	22
0	1	404000	404060	Ct Engineer & Hlth-IPHAM	1	139	Center for Engineering and Health - Institute for Public Health and Medicine		10th Floor		http://www.feinberg.northwestern.edu/sites/ipham/centers/engineering-health.html	Center for Engineering and Health			Center for Engineering and Health-IPHAM	23
0	1	404000	404070	Ctr Global Health-IPHAM	1		Center for Global Health - Institute for Public Health and Medicine			Clinical	http://globalhealth.northwestern.edu/	Center for Global Health			Global Health Center-IPHAM	24
0	1	404000	404080	Patient Ct Outcome-IPHAM	1	100	Center for Patient-Centered Outcomes - Institute for Public Health and Medicine	312/503-1725	729		http://www.feinberg.northwestern.edu/sites/ipham/centers/patient-centered-outcomes.html	Center for Patient-Centered Outcomes			Center for Patient-Centered Outcomes-IPHAM	25
0	1	404000	404090	Ct Pop Health Sci-IPHAM	1	130	Center for Population Health Sciences - Institute for Public Health and Medicine	312/908-7914	1400		http://www.feinberg.northwestern.edu/sites/ipham/centers/population-health-sciences.html	Center for Population Health Sciences			Center for Population Health Sciences-IPHAM	26
0	1	404000	404100	Ct Tran Meta & Hlth-IPHAM	1	139	Center for Translational Metabolism and Health - Institute for Public Health and Medicine		10th Floor			Ct for Translational Metabolism and Hlth			Center for Translational Metabolism and Health-IPHAM	16
0	0	405000	405010	DGP	1	116	Driskill Graduate Program	312/503-1889	12-361		http://www.biology.northwestern.edu/igp	DGP			Driskill Graduate Program	62703
0	0	407000	407010	NCCR	1	130	Northwestern Center for Clinical Research	312/503-2300	1220			NCCR		447800	Northwestern Center for Clinical Research	62714
0	1	408000	408010	Immunobiology Center	1	113	Interdepartmental Immunobiology Center	312/503-7674	6-713		http://www.feinberg.northwestern.edu/depts/ibc/	Immunobiology Center			Immunobiology center	62701
1	1	409000	409010	NUIN	1	114	Northwestern University Institute of Neuroscience (NUIN)	312/503-4333	5-474	Basic	http://www.northwestern.edu/nuin/	NUIN			Neuroscience institute (NUIN)	62716
1	1	410000	410010	IBNAM	1	128	Institute for BioNanotechnology in Medicine (IBNAM)	312/503-0807	1058B	Basic	http://www.ibnam.northwestern.edu/	IBNAM			Bioengineering and nanoscience institute	62717
0	1	411000	411010	Asher Center	1	116	Asher Center for the Study and Treatment of Depressive Orders	312/503-9380	9-176			Asher Center			Depressive disorders center	62718
0	1	412000	412010	Center for AIDS Research	1	129	Center for AIDS Research	312/695-5085	200		http://aids.northwestern.edu/	Center for AIDS Research			AIDS Program	62719
0	1	413000	413010	CHCRC	3	300	Children's Hospital of Chicago Research Center	773/868-8066	205		http://www.chicagochildrensresearch.org	CMRC			Children's Hospital of Chicago Research Center (CHCRC)	62720
0	0	414000	414010	Medical Biomechanics	1	111	Medical Biomechanics	312/238-3919	1406			Medical Biomechanics			Medical biomechanics	62721
0	0	415000	415010	Clin Hearing Sci Prog	1	114	Clinical Hearing Science Program	312/503-8920	12-565			Clinical Hearing Science Program		430500	Clinical Hearing Science Program	62761
0	1	416000	416010	MCRC	1		Multidisciplinary Clinical Research Center in Rheumatology (MCRC)				http://www.medicine.northwestern.edu/divisions/rheumatology/mcrc	MCRC			Multidisciplinary Clinical Research Center in Rheumatology	62658
0	1	417000	417010	NUPOC	1	130	Northwestern University Prosthetics-Orthotics Center (NUPOC)	312-503-5700	1100		http://www.nupoc.northwestern.edu/	Prosthetic-Orthotic Ctr			Prosthetic-orthotic center	62650
0	0	418000	418010	Rehab Engineering Rsrch	1	111	Rehabilitation Engineering Research	312/238-4637	1436	Clinical	http://www.northwestern.edu/pmr/	Rehabilitation Engineering Research		434200	Physical medicine and rehabilitation	62769
0	0	419000	419010	Center for Bioethics	1	129	"Center for Bioethics, Science and Society"	312/926-2990	1260			"Bioethics, Science and Society"			"Bioethics, Science and Society"	62762
1	1	420000	420010	NUCATS	1	101	Northwestern University Clinical and Translational Sciences Institute (NUCATS)	312-503-1709	11th floor	Clinical	http://www.nucats.northwestern.edu/index.html	NUCATS	nucats		NUCATS	62771
1	1	421000	421010	Women's Health Rsrch Inst	1	138	Women's Health Research Institute		5-123	Basic	http://www.womenshealth.northwestern.edu/index.html	Women's Health Research Institute			Women's Health Research Institute	62760
0	1	422000	422010	NCCO	1		Northwestern University Comprehensive Center on Obesity			Clinical	http://www.ncco.northwestern.edu/index.html	NCCO			Obesity Center	62725
0	1	423000	423010	Comprehensive Transplant	1		Comprehensive Transplant Center			Clinical	http://www.feinberg.northwestern.edu/transplant/index.html	Comprehensive Transplant Center			Transplant Center	62730
0	1	425000	425010	Reproductive Science			Center for Reproductive Science			Clinical	http://www.research.northwestern.edu/crs/	Center for Reproductive Science			Reproductive Science	62731
0	1	426000	426010	Cells to Society			Cells to Society			Clincial	http://www.ipr.northwestern.edu/research-areas/social-disparities-health/	Cells to Society			Cells to Society	62732
0	1	427000	427010	Brain Tumor Institute	1	104	Northwestern Brain Tumor Institute	312/695-0990	20th floor		http://www.braintumorinstitute.org	The Northwestern Brain Tumor Institute			Brain Tumor Institute (NBTI)	62733
0	1	428000	428010	Center for Education	1	101	Center for Education in Medicine	312 503 9443	12th floor		http://cem.northwestern.edu/	Center for Education in Medicine			Center for Education in Medicine	62772
0	1	429000	429010	Academy of Educators	1	101	Feinberg Academy of Medical Educators (FAME)	312 503 9443	12th floor		http://cem.northwestern.edu/development-recognition/feinberg-academy-of-medical-educators	Feinberg Academy for Medical Educators			Academy of Medical Educators	62773
0	1	430000	430010	Bluhm Institute	1	129	Bluhm Cardiovascular Institute	312/926-4000	1700		http://www.nmh.org/nm/bluhm-cardiovascular-institute	Bluhm Cardiovascular Institute			Bluhm Cardiovascular Institute	62776
0	1	431000	431010	NSRC			Northwestern Synchrotron Research Center	312/926-4000			http://www.dnd.aps.anl.gov/	Northwestern Synchrotron Research Center			Northwestern Synchrotron Research Center	62777
